Floor Area,Floor Number,#ofPeople,schedule_recorded,total_window_area,Heating,Lighting,Equipment
97.414016,0,0.030796,3,15.41,44.35,16.33,5.76
71.562701,1,0.013974,1,13.66,119.26,16.86,5.76
130.673071,1,0.022958,0,24.95,65.35,16.17,5.76
99.760217,2,0.020048,0,15.31,42.97,15.68,5.76
103.197413,0,0.02907,3,15.57,49.82,18.77,5.76
73.332855,1,0.013636,1,12.89,103.85,16.87,5.76
84.779382,1,0.011795,2,14.25,106.22,15.96,5.76
92.011288,1,0.032605,2,14.46,99.18,17.01,5.76
80.710373,2,0.03717,0,14.17,77.38,15.58,5.76
91.172661,1,0.010968,1,14.7,96.83,17.18,5.76
121.06981,1,0.024779,0,23.74,67.21,16.49,5.76
103.043255,0,0.009705,3,15.64,45.04,16.77,5.76
143.194705,0,0.02095,3,18.15,46.51,19.07,5.76
90.088089,1,0.055501,0,14.72,72.16,16.82,5.76
75.248973,2,0.039868,0,13.99,75.35,15.55,5.76
85.879034,2,0.058221,0,14.12,65.35,15.63,5.76
91.99123,0,0.032612,3,14.87,51.97,18.01,5.76
109.842378,2,0.027312,0,15.88,71.35,15.82,5.76
113.023291,1,0.026543,0,16.03,69.77,17.4,5.76
135.790398,1,0.022093,0,17.51,65.51,16.66,5.76
128.2235,1,0.038994,0,24.77,70,16.07,5.76
90.088089,2,0.033301,0,14.72,74.47,15.67,5.76
71.455741,0,0.069973,3,12.8,53.51,18.62,5.76
103.365143,0,0.009674,3,21.93,63.9,18.78,5.76
106.405982,0,0.028194,3,15.87,49.02,18.44,5.76
66.859022,0,0.014957,3,12.54,66.01,17.04,5.76
177.859997,0,0.011245,3,21.01,39.08,17.04,5.76
65.799895,2,0.015198,1,19.08,125.8,15.56,5.76
71.455741,1,0.069973,0,12.8,70.86,17.2,5.76
109.281031,2,0.009151,1,16.09,90.72,16.14,5.76
96.318151,1,0.010382,2,14.87,102.04,16.86,5.76
75.248973,0,0.066446,3,13.99,57.09,17.13,5.76
108.579039,1,0.02763,0,15.75,72,17.32,5.76
111.427212,1,0.026923,0,15.83,73.66,17.54,5.76
80.710373,1,0.02478,1,14.17,97.37,16.8,5.76
96.101282,2,0.031217,2,14.94,95.36,15.78,5.76
95.921126,2,0.052126,0,15.12,65.06,15.81,5.76
221.916008,0,0.013519,3,22.44,32.62,17.15,5.76
96.143144,0,0.052006,3,15.1,50.84,18.14,5.76
85.454455,0,0.011702,3,14.11,50.98,17.94,5.76
76.313648,1,0.065519,0,14,77.85,16.76,5.76
96.101282,0,0.020811,3,14.94,27,18.16,5.76
94.146847,0,0.010622,3,14.93,48.08,16.47,5.76
91.196889,2,0.021931,0,14.87,45.31,15.6,5.76
96.143144,2,0.031203,0,15.1,67.97,15.62,5.76
97.394705,1,0.010267,1,15.21,95.46,16.37,5.76
102.035349,0,0.029402,3,15.62,47.11,17.78,5.76
177.859997,2,0.005622,2,21.01,84.38,16.02,5.76
83.644744,0,0.035866,3,14.08,56.33,17.76,5.76
88.491085,1,0.022601,1,14.6,96.63,16.65,5.76
70.549416,0,0.042523,3,13.71,59.91,17.2,5.76
113.622018,2,0.026403,0,22.62,73.91,15.52,5.76
116.245337,2,0.008602,1,16.35,93.11,16.26,5.76
83.413803,1,0.035965,0,14.16,79.26,16.21,5.76
86.978825,0,0.022994,3,14.44,31.91,18.41,5.76
113.497814,1,0.026432,2,16.1,92.4,16.71,5.76
70.030227,1,0.042839,0,13.61,85.97,16.63,5.76
73.332855,0,0.027273,3,12.89,33.53,18.22,5.76
104.859802,1,0.02861,0,21.94,78.22,16.14,5.76
97.671866,1,0.030715,0,15.22,76.15,17.22,5.76
90.088089,0,0.0111,3,14.72,55.08,17.69,5.76
154.787153,1,0.019381,0,18.82,57.61,16.13,5.76
70.304809,0,0.042671,3,13.4,71.61,18.74,5.76
68.678574,2,0.029121,0,13.43,54.49,15.56,5.76
97.331332,2,0.030823,0,15.42,66.55,15.61,5.76
79.989509,1,0.037505,0,13.42,65.93,15.52,5.76
107.021981,0,0.009344,3,22.04,55.98,17.62,5.76
90.94353,1,0.054979,0,14.67,69.8,17,5.76
97.601906,1,0.010246,1,15.4,91.35,15.66,5.76
71.844165,1,0.027838,1,13.75,115.03,16.65,5.76
109.477646,2,0.027403,0,22.32,73.65,15.75,5.76
84.998609,1,0.02353,1,14.35,100.16,17.54,5.76
74.756213,0,0.04013,3,13.9,59.64,17.67,5.76
106.707932,2,0.009371,2,16.03,96.77,15.97,5.76
74.045767,2,0.040515,0,13.86,81.85,15.66,5.76
121.426954,1,0.024706,0,16.64,66.01,15.97,5.76
109.003596,2,0.027522,0,15.93,65.3,16.11,5.76
94.139983,1,0.053112,0,14.9,76.16,17.24,5.76
124.718806,2,0.024054,2,25.69,101.83,15.65,5.76
85.009872,0,0.058817,3,14.42,58.88,18.49,5.76
83.413803,0,0.035965,3,14.16,52.55,17.26,5.76
97.394705,2,0.051337,0,15.21,67.81,15.81,5.76
121.092163,1,0.008258,1,23.52,101.66,16.21,5.76
103.838674,1,0.028891,0,15.75,65.44,16.18,5.76
84.194187,0,0.023755,3,15.84,36.9,17.92,5.76
98.880086,2,0.010113,2,15.3,98.52,15.73,5.76
77.349468,1,0.025857,1,14.13,111.43,16.56,5.76
77.285618,0,0.012939,3,13.19,65.8,18.52,5.76
106.516564,2,0.009388,2,15.82,99.67,16.36,5.76
88.491085,2,0.011301,2,14.6,103.19,15.58,5.76
83.413803,2,0.035965,0,14.16,71.34,15.63,5.76
96.456931,0,0.031102,3,15.13,53.85,17.1,5.76
70.013858,2,0.042849,0,12.56,77.21,15.77,5.76
66.464438,0,0.045137,3,12.6,66.28,18.05,5.76
99.260871,2,0.030223,2,15.18,93.69,15.78,5.76
66.965988,0,0.044799,3,12.37,68.82,18.73,5.76
95.941552,0,0.031269,3,15.15,55.61,18.78,5.76
103.563377,2,0.028968,0,15.46,65.19,15.7,5.76
99.399593,0,0.01006,3,15.44,53.19,17.31,5.76
125.132425,1,0.023975,0,26.42,71.24,16.33,5.76
87.903802,2,0.034128,0,20.16,77.42,15.4,5.76
100.525359,0,0.009948,3,21.63,60.56,16.86,5.76
91.186713,0,0.0329,3,14.82,57.73,17.64,5.76
80.274607,1,0.024914,1,13.44,96.16,16.49,5.76
100.818338,1,0.029756,0,15.41,70.15,17.43,5.76
123.860101,2,0.024221,0,24.17,68.12,15.85,5.76
73.620256,1,0.04075,0,13.08,83.02,17.53,5.76
87.34106,1,0.034348,0,20.04,83.37,17.12,5.76
106.273527,1,0.028229,0,22.43,76.28,16.34,5.76
98.215181,2,0.010182,2,15.09,97.93,15.55,5.76
70.304809,2,0.014224,1,13.4,109.84,15.68,5.76
112.257847,1,0.04454,0,16.06,68.04,16.48,5.76
153.463865,2,0.019549,0,19.31,60.62,15.74,5.76
76.822377,2,0.026034,0,21.66,58.02,15.57,5.76
96.934773,1,0.010316,1,15.12,94.08,16.72,5.76
107.578997,0,0.009295,3,23.82,48.49,16.54,5.76
70.549416,0,0.042523,3,13.71,60.59,17.3,5.76
126.325189,2,0.03958,0,17.13,61.23,16.52,5.76
102.736709,1,0.009734,2,15.63,98.99,15.68,5.76
83.541176,2,0.01197,1,14.32,103.51,15.59,5.76
100.221595,1,0.009978,1,15.35,94.54,17.84,5.76
121.426954,2,0.041177,0,16.64,63.51,15.7,5.76
104.999743,0,0.047619,3,15.58,46.44,17.55,5.76
76.140113,2,0.039401,0,13.86,77.33,15.52,5.76
94.139983,2,0.053112,0,14.9,63.85,15.62,5.76
74.87162,1,0.040069,2,13.45,111.19,17.26,5.76
93.622022,1,0.021362,0,14.9,52.18,17.75,5.76
113.622018,2,0.017602,1,22.62,100.4,15.57,5.76
126.830719,2,0.007885,2,26.13,104.29,15.46,5.76
111.225699,2,0.008991,1,16.04,87.45,15.7,5.76
66.611039,2,0.045038,0,12.48,76.79,15.6,5.76
85.620439,0,0.058397,3,13.88,49.52,17.63,5.76
109.971416,2,0.009093,1,16.08,89.56,16.76,5.76
80.274607,2,0.024914,1,13.44,99.02,15.76,5.76
109.003596,1,0.027522,0,15.93,73.06,17.02,5.76
82.184473,2,0.036503,0,13.98,77.49,16.44,5.76
68.114584,0,0.029362,3,12.39,32.7,17.29,5.76
67.113003,1,0.0149,1,12.3,115.67,17.21,5.76
113.353185,0,0.026466,3,16.19,52.27,17.68,5.76
94.481435,0,0.010584,3,15.01,59.4,18.09,5.76
78.702882,0,0.038118,3,13.31,53.13,18.43,5.76
77.558132,0,0.025787,3,13.58,30.58,16.85,5.76
94.546611,1,0.052884,0,15.12,71.99,17.15,5.76
91.35466,2,0.032839,0,14.91,69.83,15.61,5.76
98.970346,1,0.05052,0,15.08,63.97,17.35,5.76
98.101168,1,0.030581,0,15.4,78.6,17.41,5.76
78.917712,1,0.012671,2,14.16,110.11,16.22,5.76
111.066092,0,0.009004,3,16.12,49.59,16.99,5.76
69.029816,1,0.014486,2,12.53,125.43,17.89,5.76
67.993412,0,0.044122,3,12.47,64.38,18.79,5.76
181.237129,1,0.005518,2,20.19,76.59,16.41,5.76
67.985729,1,0.029418,0,13.14,54.14,16.58,5.76
96.579911,1,0.051771,0,15.42,68.64,16.74,5.76
98.098641,2,0.050969,0,15.41,69.86,15.92,5.76
117.776628,1,0.025472,0,16.54,69.38,16.27,5.76
98.386216,1,0.010164,2,15.5,102.37,15.74,5.76
109.003596,2,0.027522,0,15.93,71.35,16.09,5.76
74.928298,1,0.026692,1,13.18,99.47,16.57,5.76
97.601906,2,0.030737,0,15.4,69.72,15.61,5.76
69.029816,0,0.043459,3,12.53,68.01,18.94,5.76
94.463445,2,0.010586,1,15.15,95.59,15.66,5.76
85.454455,2,0.035106,0,14.11,74.27,16.54,5.76
80.584675,0,0.062047,3,14.34,50.05,17.2,5.76
149.843396,0,0.020021,3,19.02,45.72,17.2,5.76
70.206257,2,0.028487,0,13.66,52.7,15.58,5.76
85.009872,0,0.03529,3,14.42,55.8,17.96,5.76
79.371303,1,0.025198,0,13.87,53.86,17.01,5.76
96.318151,1,0.031147,0,14.87,76.67,17.52,5.76
87.250959,2,0.011461,1,14.53,102.71,15.66,5.76
91.323445,0,0.01095,3,14.57,55.54,18.06,5.76
95.921126,1,0.031276,0,15.12,78.02,17.23,5.76
99.679976,0,0.020064,3,15.64,27.03,15.87,5.76
66.464438,0,0.045137,3,12.6,64.58,18.01,5.76
101.06836,2,0.049471,0,15.54,69.29,16.23,5.76
95.385921,1,0.010484,2,14.99,94.73,15.79,5.76
114.689093,2,0.026158,0,16.42,66.22,16.56,5.76
154.78863,1,0.012921,1,18.67,82.62,16.91,5.76
125.1476,0,0.039953,3,17.07,42.1,16.27,5.76
67.129728,2,0.04469,0,13.45,80.66,15.55,5.76
90.088089,2,0.033301,2,14.72,99.66,15.6,5.76
104.751695,0,0.028639,3,15.47,43.75,17.1,5.76
100.363736,1,0.029891,0,15.54,63.18,15.74,5.76
76.660334,1,0.039134,0,13.9,77.1,15.64,5.76
109.842378,1,0.027312,0,15.88,68.92,16.9,5.76
89.416777,2,0.033551,0,14.58,74.92,15.69,5.76
115.14326,0,0.043424,3,16.39,41.25,17.69,5.76
166.842565,1,0.011987,1,19.38,80.59,16.79,5.76
89.795982,2,0.033409,0,14.37,73.54,15.8,5.76
115.200006,2,0.043403,0,22.93,68.55,15.7,5.76
84.998609,0,0.058824,3,14.35,58.29,18.34,5.76
181.237129,0,0.005518,3,20.19,36.54,18.03,5.76
66.097676,1,0.030258,0,12.2,55.93,16.23,5.76
124.263523,2,0.008047,2,17.15,100.19,16.62,5.76
109.478081,0,0.027403,3,15.89,53.33,18.16,5.76
135.790398,1,0.014729,1,17.51,86.78,17,5.76
107.127932,1,0.046673,0,22.13,72.81,15.64,5.76
91.35466,1,0.054732,0,14.91,68.09,17.37,5.76
120.138315,0,0.016647,3,16.55,21.39,16.51,5.76
82.184473,0,0.060839,3,13.98,57.92,17.93,5.76
129.776706,2,0.023117,0,24.66,67.36,15.78,5.76
74.461759,2,0.01343,1,13.73,110.63,15.51,5.76
76.614581,0,0.026105,3,13.15,28.35,16.16,5.76
66.655408,2,0.045008,2,12.41,108.29,15.6,5.76
74.928298,1,0.026692,1,13.18,110.25,17.51,5.76
98.337033,2,0.030507,2,15.26,96.08,15.73,5.76
109.478081,1,0.027403,0,15.89,71.99,17.12,5.76
87.255347,0,0.011461,3,14.2,59.33,17.63,5.76
95.081895,1,0.031552,2,15.07,98.5,16.91,5.76
93.694853,0,0.010673,3,15.1,52.55,16.6,5.76
139.850519,0,0.014301,3,17.77,46.24,18.28,5.76
87.132864,0,0.011477,3,14.51,63.47,18.23,5.76
100.221595,2,0.019956,0,15.35,43.81,15.65,5.76
103.197413,0,0.01938,3,15.57,31.11,18.69,5.76
85.454455,0,0.011702,3,14.11,45.88,15.94,5.76
66.477591,0,0.030085,3,12.4,67.25,16.93,5.76
94.499997,0,0.031746,3,14.95,59.42,18.41,5.76
89.795982,2,0.033409,0,14.37,67.78,15.58,5.76
98.101168,1,0.020387,0,15.4,51.23,17.36,5.76
79.371303,2,0.012599,2,13.87,108.5,15.6,5.76
168.238482,0,0.02972,3,19.46,40.11,17.94,5.76
97.652569,0,0.030721,3,15.33,51.52,17.59,5.76
92.645357,2,0.032382,0,20.97,76.13,16,5.76
98.000806,0,0.020408,3,15.12,26.88,17.49,5.76
83.772279,2,0.035811,0,14.35,75.04,15.54,5.76
108.565792,1,0.046055,0,15.84,69.87,16.88,5.76
94.481435,0,0.05292,3,15.01,55.41,18.53,5.76
110.565057,1,0.018089,0,16.91,54.29,18.26,5.76
221.916008,0,0.013519,3,22.44,37.07,17.75,5.76
74.87162,0,0.066781,3,13.45,50.41,17.7,5.76
108.34368,1,0.00923,1,15.62,90.64,15.86,5.76
73.383919,1,0.040881,0,12.87,78.41,16.07,5.76
124.389847,2,0.024118,0,24.21,67.49,15.64,5.76
83.504555,1,0.023951,1,13.72,96.63,17.27,5.76
124.341323,0,0.016085,3,23.99,55.43,18.14,5.76
106.516564,2,0.009388,1,15.82,93.18,16.26,5.76
74.87162,2,0.066781,0,13.45,69.79,16.03,5.76
73.440309,0,0.04085,3,13.73,58.84,17.45,5.76
70.266182,1,0.042695,0,12.6,77.95,15.73,5.76
135.584656,1,0.022126,0,17.47,70.68,17.64,5.76
131.405625,0,0.00761,3,17.32,47.3,18.43,5.76
84.711093,0,0.011805,3,13.88,53.41,16.14,5.76
109.842378,0,0.018208,3,15.88,52.85,18.03,5.76
91.186713,2,0.0329,0,14.82,68.05,15.6,5.76
76.448063,1,0.065404,0,13.99,69.12,15.57,5.76
67.295906,1,0.01486,1,12.45,106.26,16.96,5.76
102.405391,0,0.01953,3,15.76,26.99,18.26,5.76
99.679976,1,0.020064,1,15.64,105.12,16.58,5.76
80.274607,0,0.062286,3,13.44,50.25,17.45,5.76
101.573167,1,0.029535,0,16.66,73.1,15.62,5.76
89.795982,1,0.033409,0,14.37,72.92,15.72,5.76
91.526247,0,0.032777,3,14.4,47.42,17.15,5.76
109.478081,1,0.018268,0,15.89,49.72,17.59,5.76
77.558132,2,0.012894,2,13.58,110.01,15.55,5.76
153.99493,0,0.012987,3,18.8,42.82,17.75,5.76
71.509486,0,0.041952,3,13.72,65.23,17.6,5.76
104.114843,0,0.01921,3,15.79,57.53,18.04,5.76
94.546611,0,0.021154,3,15.12,49.56,18.33,5.76
125.132425,0,0.007992,3,26.42,53.96,17.41,5.76
100.017115,0,0.029995,3,15.31,57.79,18.49,5.76
66.611493,1,0.045037,0,12.39,74.7,15.88,5.76
102.468989,2,0.048795,0,15.53,66.48,16.27,5.76
92.952286,1,0.053791,0,14.7,68.7,17.11,5.76
91.313734,2,0.032854,0,14.76,71.88,15.65,5.76
92.011288,2,0.032605,2,14.46,95.07,15.92,5.76
74.614159,2,0.026805,0,13.95,54.5,15.63,5.76
147.010976,0,0.020407,3,18.35,41.86,16.75,5.76
98.3718,2,0.020331,0,14.98,49,15.77,5.76
83.644744,1,0.011955,2,14.08,105.3,15.66,5.76
155.588072,1,0.019282,2,18.8,93.58,16.53,5.76
73.332855,2,0.013636,1,12.89,105.08,15.68,5.76
72.752377,2,0.041236,0,12.86,77.22,15.73,5.76
115.860482,2,0.017262,1,23.19,97.35,16.03,5.76
70.906478,0,0.042309,3,13.25,65.01,17.71,5.76
67.868995,1,0.073671,0,13.65,76.9,16.47,5.76
70.266182,2,0.014232,1,12.6,106.63,15.64,5.76
102.275751,2,0.029332,0,15.57,70.19,15.71,5.76
83.644744,0,0.011955,3,14.08,54.42,17.79,5.76
95.173493,1,0.052536,0,15.03,71.19,16.98,5.76
107.294984,1,0.01864,0,15.92,50.96,16.83,5.76
128.780784,1,0.023295,0,26.09,74.71,16.79,5.76
91.526247,2,0.054629,0,14.4,67.04,15.65,5.76
95.002168,1,0.05263,0,15.12,72.68,16.92,5.76
91.35466,1,0.032839,2,14.91,96.36,17.03,5.76
74.461759,0,0.026859,3,13.73,33.94,17.84,5.76
74.045767,2,0.040515,0,13.86,75.7,15.38,5.76
95.941552,0,0.010423,3,15.15,52.6,18.07,5.76
135.29341,0,0.036957,3,17.65,42.97,17.21,5.76
154.787153,2,0.019381,2,18.82,86.09,15.81,5.76
87.255347,0,0.011461,3,14.2,54.17,17.67,5.76
204.580965,1,0.004888,1,21.62,80.35,16.29,5.76
89.416777,0,0.055918,3,14.58,56.48,18.07,5.76
94.235208,1,0.053059,0,14.99,73.56,16.83,5.76
86.378518,0,0.011577,3,14.36,62.65,17.99,5.76
103.365143,0,0.019349,3,21.93,59.08,18.19,5.76
115.189888,1,0.026044,0,22.81,72.97,15.56,5.76
86.378518,1,0.011577,1,14.36,104.89,16.34,5.76
96.489927,2,0.051819,0,15.2,70.1,15.7,5.76
88.276635,2,0.033984,0,14.63,74.66,15.63,5.76
95.081895,2,0.021034,0,15.07,45.07,15.63,5.76
155.588072,1,0.006427,2,18.8,94.32,16.38,5.76
98.930441,1,0.030324,2,15.54,97,17.03,5.76
98.970346,2,0.030312,0,15.08,72.91,15.92,5.76
70.511806,0,0.07091,3,13.45,60.24,16.58,5.76
125.351208,1,0.023933,0,24.49,74.78,16.4,5.76
128.006875,2,0.007812,1,24.03,94.65,15.87,5.76
124.096473,1,0.040291,0,23.77,65.11,16.15,5.76
91.526247,1,0.032777,0,14.4,71.01,16.09,5.76
102.468989,2,0.009759,1,15.53,93.21,16.01,5.76
162.591415,1,0.00615,1,19.18,83.42,16.13,5.76
162.591415,0,0.00615,3,19.18,47.57,17.31,5.76
100.023366,1,0.029993,2,15.4,95.52,17.08,5.76
116.630944,1,0.025722,0,23.01,76,17.04,5.76
75.610699,2,0.039677,0,13.54,76.65,15.59,5.76
97.331332,0,0.030823,3,15.42,57.67,18.22,5.76
90.209812,1,0.033256,0,14.8,72.85,16.23,5.76
98.390185,1,0.010164,2,15.25,110.7,16.9,5.76
93.284431,1,0.03216,0,14.91,77.04,17.05,5.76
71.455741,0,0.013995,3,12.8,61.61,18.48,5.76
76.448063,0,0.013081,3,13.99,56.41,16.17,5.76
91.945038,0,0.032628,3,14.87,51.82,18.44,5.76
101.044947,0,0.02969,3,15.56,52.5,16.61,5.76
70.206257,1,0.028487,0,13.66,53.88,16.49,5.76
67.380096,0,0.014841,3,12.39,62.27,18.65,5.76
116.630944,1,0.008574,1,23.01,103.15,15.79,5.76
97.394705,0,0.030802,3,15.21,52.64,18.53,5.76
87.944632,0,0.022742,3,14.81,25.07,16.55,5.76
102.468989,0,0.048795,3,15.53,54.92,18.66,5.76
125.434734,1,0.023917,0,16.85,66.96,16.91,5.76
113.748005,2,0.026374,0,23.06,71.38,15.82,5.76
90.105171,2,0.022196,1,14.71,96.97,15.67,5.76
110.613773,0,0.00904,3,15.86,45.81,17.81,5.76
90.985705,1,0.032972,0,14.74,72.71,16.85,5.76
83.362965,0,0.035987,3,14.16,63.2,17.59,5.76
110.613773,2,0.00904,2,15.86,96.59,15.74,5.76
110.068591,0,0.009085,3,16.05,51.3,16.69,5.76
150.720073,0,0.019904,3,18.98,46.32,18.56,5.76
69.125579,0,0.043399,3,13.6,62.31,17.16,5.76
77.298572,2,0.012937,1,13.78,102.04,15.57,5.76
66.839978,1,0.044883,0,12.66,77.91,16.5,5.76
71.337468,0,0.014018,3,12.69,65.94,17.53,5.76
75.326182,0,0.026551,3,13.08,55.21,17.24,5.76
71.891582,1,0.01391,2,12.79,111.17,17.18,5.76
121.426954,2,0.008235,1,16.64,84.04,16.11,5.76
74.614159,1,0.040207,2,13.95,118.12,16.87,5.76
131.405625,1,0.00761,1,17.32,78.39,15.9,5.76
104.114843,2,0.01921,0,15.79,51.08,15.66,5.76
109.131974,2,0.02749,0,22.32,76.27,15.67,5.76
101.573167,2,0.009845,1,16.66,99.51,15.99,5.76
100.558121,2,0.019889,0,15.32,44.65,15.77,5.76
67.868995,0,0.044203,3,13.65,62.79,17.35,5.76
77.640188,2,0.03864,0,14.32,78.81,15.58,5.76
70.266182,0,0.014232,3,12.6,62.34,16.14,5.76
71.844165,2,0.027838,0,13.75,53.83,15.57,5.76
83.460392,1,0.011982,1,14.25,108.22,16.53,5.76
83.752575,1,0.03582,0,14.34,73.33,17.18,5.76
78.395516,1,0.038267,0,13.86,72.42,16.4,5.76
85.706512,2,0.035003,0,14.78,75.92,15.56,5.76
73.620256,1,0.013583,2,13.08,109.46,15.61,5.76
112.163056,2,0.044578,0,22.6,68.29,15.73,5.76
153.463865,0,0.006516,3,19.31,46.21,16.24,5.76
90.958724,1,0.010994,2,14.66,102.72,17.02,5.76
117.776628,1,0.008491,1,16.54,97.5,18.4,5.76
125.596909,1,0.03981,0,24.44,70.84,16.53,5.76
115.950946,2,0.008624,1,23.66,93.4,16.16,5.76
96.052763,2,0.031233,2,15.03,98.85,15.72,5.76
68.950127,2,0.029006,0,12.46,53.59,15.97,5.76
96.052763,0,0.020822,3,15.03,60.07,17.78,5.76
113.748005,1,0.026374,0,23.06,75.57,16.89,5.76
131.405625,0,0.00761,3,17.32,39.24,16.45,5.76
68.916815,0,0.02902,3,12.72,67.24,17.15,5.76
125.351208,2,0.007978,2,24.49,97.99,15.81,5.76
94.499997,1,0.010582,2,14.95,103.99,16.74,5.76
97.331332,1,0.030823,0,15.42,70.57,17.01,5.76
89.127113,0,0.01122,3,14.8,54.94,18.12,5.76
74.045767,2,0.040515,0,13.86,77.58,15.73,5.76
100.363736,1,0.049819,0,15.54,67.36,17.93,5.76
97.499661,0,0.030769,3,15.4,47.59,16.7,5.76
114.759146,0,0.008714,3,16.41,54,17.93,5.76
106.247708,1,0.028236,2,22.58,109.51,16.07,5.76
68.859566,2,0.072612,0,13.27,80.17,16.73,5.76
88.749828,2,0.011268,1,14.25,94.11,15.63,5.76
89.039831,2,0.011231,2,14.51,101.76,15.64,5.76
102.375918,2,0.04884,0,21.67,71.82,15.7,5.76
93.284431,2,0.01072,2,14.91,100.95,15.61,5.76
129.603453,1,0.015432,0,24.25,53.33,16.13,5.76
109.477646,2,0.027403,0,22.32,71.61,15.58,5.76
125.752833,2,0.007952,1,24.16,93.19,15.73,5.76
70.206257,1,0.042731,0,13.66,86.82,16.85,5.76
104.751695,2,0.028639,0,15.47,70.79,15.84,5.76
99.657421,2,0.030103,0,15.36,68.51,16.11,5.76
72.003007,1,0.041665,2,13.79,108.3,16.45,5.76
98.575513,2,0.030434,0,15.3,68.09,15.74,5.76
73.332855,2,0.040909,2,12.89,106,15.6,5.76
96.579911,2,0.051771,0,15.42,64.48,15.6,5.76
73.515752,0,0.027205,3,13.46,62.66,18.68,5.76
73.071225,2,0.013685,1,12.9,103.16,15.67,5.76
90.088089,1,0.033301,0,14.72,71.39,16.68,5.76
123.246761,2,0.024341,2,24.26,97.8,15.81,5.76
87.027777,1,0.022981,1,14.16,93,15.84,5.76
111.803616,1,0.017889,0,15.99,49.44,17.1,5.76
101.573167,1,0.009845,2,16.66,105.77,16.93,5.76
96.318151,0,0.020765,3,14.87,53.35,17.63,5.76
135.584656,0,0.022126,3,17.47,51.76,18.85,5.76
96.489927,0,0.010364,3,15.2,55.38,18.56,5.76
77.435967,2,0.064569,0,14.2,75.38,15.64,5.76
84.194187,1,0.059387,0,15.84,75.63,16.18,5.76
85.620439,1,0.011679,2,13.88,97.31,16.22,5.76
73.383919,2,0.013627,2,12.87,111.1,15.7,5.76
84.290021,0,0.035591,3,14.46,56.58,16.18,5.76
117.776628,1,0.025472,0,16.54,72.72,17.96,5.76
81.575465,1,0.036776,0,14.46,80.21,17.58,5.76
129.62555,1,0.038573,0,25.66,71.81,15.95,5.76
124.341323,1,0.008042,2,23.99,108.11,16.75,5.76
88.752582,2,0.033802,0,14.59,72.13,15.56,5.76
116.245337,2,0.043012,0,16.35,62.24,15.84,5.76
80.710373,0,0.03717,3,14.17,54.52,17.58,5.76
73.845586,2,0.040625,0,13.93,77.19,15.59,5.76
95.660958,0,0.010454,3,14.95,52.04,17.93,5.76
77.558132,0,0.025787,3,13.58,34.06,18.18,5.76
92.952286,1,0.021516,0,14.7,49.45,15.71,5.76
99.657421,0,0.030103,3,15.36,58.37,18.5,5.76
89.574729,2,0.011164,2,14.45,103.12,15.68,5.76
94.980144,0,0.031586,3,15.2,58.61,18.21,5.76
123.706456,1,0.024251,0,23.71,65.58,15.63,5.76
76.614581,2,0.013052,2,13.15,109.47,15.72,5.76
119.505279,1,0.025103,0,17.43,68.15,17.11,5.76
112.812967,0,0.017728,3,22.74,28.64,16.15,5.76
80.015233,0,0.062488,3,14.05,54.87,17.53,5.76
130.498987,0,0.007663,3,26.34,55.05,17.5,5.76
87.710488,2,0.022802,0,14.53,45.13,15.59,5.76
106.574302,2,0.018766,0,15.8,50.73,15.75,5.76
71.562701,1,0.041921,0,13.66,79.57,16.77,5.76
103.037993,0,0.009705,3,15.7,61.38,18.89,5.76
90.985705,0,0.032972,3,14.74,53.9,17.71,5.76
73.03114,1,0.013693,1,13.8,118.06,16.75,5.76
79.142222,0,0.012635,3,13.84,58.15,18.26,5.76
94.506536,1,0.010581,2,14.9,102.72,16.82,5.76
76.614581,1,0.013052,1,13.15,100.7,16.69,5.76
76.313648,0,0.013104,3,14,68.59,18.1,5.76
185.47414,1,0.026958,0,20.43,55.85,17.39,5.76
87.22061,1,0.011465,1,14.4,97.84,17.29,5.76
73.071225,0,0.041056,3,12.9,63.41,18.86,5.76
98.930441,2,0.010108,2,15.54,103.26,16.27,5.76
80.009135,1,0.012499,2,14.15,121.11,16.96,5.76
67.295906,0,0.044579,3,12.45,64.34,18.04,5.76
109.478081,0,0.018268,3,15.89,26.2,17.84,5.76
123.483843,0,0.040491,3,23.95,49.61,18.12,5.76
88.158225,1,0.022686,1,14.28,98.46,15.68,5.76
91.945038,0,0.021752,3,14.87,58.8,17.51,5.76
153.99493,1,0.012987,1,18.8,83.07,16.12,5.76
109.281031,1,0.027452,0,16.09,69.85,17.27,5.76
169.710712,2,0.017677,0,19.62,64.29,16.26,5.76
71.337468,1,0.042054,0,12.69,81.67,17.28,5.76
98.930441,2,0.030324,0,15.54,69.03,16.03,5.76
98.930441,0,0.010108,3,15.54,60.43,18.8,5.76
87.250959,0,0.034384,3,14.53,49.67,18.43,5.76
109.958751,1,0.009094,2,16.11,92.73,15.82,5.76
168.238482,2,0.011888,0,19.46,46.67,16.17,5.76
125.1476,2,0.015981,1,17.07,89.58,16.15,5.76
72.750632,1,0.027491,0,13.26,57.05,16.72,5.76
77.004954,0,0.038959,3,14.06,53.21,17.35,5.76
72.972421,2,0.013704,1,12.81,104.33,15.61,5.76
84.109344,1,0.023779,1,21.62,105.7,15.76,5.76
98.386216,1,0.010164,1,15.5,96.14,15.67,5.76
138.495194,1,0.00722,1,18.51,89.83,15.84,5.76
91.389244,2,0.010942,2,15.02,105.62,15.56,5.76
