Floor Area,Floor Number,#ofPeople,schedule_recorded,total_window_area,Heating,Lighting,Equipment
104.972133,1,0.019053,1,15.52,89.51,16.3,5.76
94.481435,1,0.010584,1,15.01,96.28,17.11,5.76
112.812967,0,0.026593,3,22.74,59.66,18.61,5.76
98.3718,0,0.030497,3,14.98,50.32,16.16,5.76
72.070491,1,0.027751,0,13.47,51.73,15.47,5.76
66.161574,2,0.045344,0,13.06,78.61,15.57,5.76
77.896748,1,0.012838,2,14.14,112,15.6,5.76
126.325189,2,0.015832,0,17.13,48.92,15.96,5.76
90.958724,1,0.05497,0,14.66,74.34,17.02,5.76
78.870089,2,0.025358,0,13.39,49.94,15.69,5.76
77.435967,0,0.038742,3,14.2,55.63,16.86,5.76
77.029215,2,0.038946,0,14.11,74.9,15.51,5.76
76.524802,0,0.039203,3,13.18,62.82,18.97,5.76
76.524802,2,0.039203,2,13.18,103.09,15.65,5.76
99.996981,2,0.030001,0,15.24,65.66,15.6,5.76
130.498987,2,0.007663,2,26.34,106.75,16.07,5.76
111.968442,0,0.026793,3,22.45,57.29,16.98,5.76
177.859997,0,0.005622,3,21.01,43.28,17.99,5.76
68.165053,1,0.01467,2,12.85,111.36,16.08,5.76
83.171159,2,0.024047,0,14.4,52.86,15.6,5.76
96.101282,1,0.031217,0,14.94,74.42,17.07,5.76
75.776333,2,0.03959,0,13.11,73.81,16.1,5.76
96.489927,0,0.051819,3,15.2,55.93,18.18,5.76
107.578997,0,0.009295,3,23.82,57.43,17.21,5.76
98.337033,1,0.030507,0,15.26,71.72,16.8,5.76
132.253072,1,0.007561,2,18.41,109.32,18.08,5.76
106.428953,1,0.018792,0,22.09,55.38,16.51,5.76
94.506536,2,0.052906,0,14.9,70.44,16.48,5.76
88.749828,0,0.033803,3,14.25,50.17,17.34,5.76
102.487716,1,0.029272,0,21.73,76.27,15.72,5.76
72.070491,1,0.041626,2,13.47,111.27,15.48,5.76
78.102864,2,0.064018,0,14.32,74.36,15.6,5.76
93.622022,2,0.021362,0,14.9,45.85,15.99,5.76
102.975869,1,0.009711,2,15.26,90.83,15.77,5.76
90.94353,2,0.032988,0,14.67,73.68,16.62,5.76
108.579039,0,0.02763,3,15.75,42.77,17.69,5.76
80.710373,2,0.06195,0,14.17,71.65,15.56,5.76
94.980144,0,0.010529,3,15.2,54.48,18.29,5.76
83.413803,2,0.023977,0,14.16,50.7,15.62,5.76
100.023366,1,0.049988,0,15.4,70.29,16.95,5.76
123.860101,1,0.024221,0,24.17,74.82,17.28,5.76
149.862839,0,0.020018,3,19.26,45.53,19.06,5.76
113.023291,2,0.017695,0,16.03,48.88,15.77,5.76
84.779382,0,0.011795,3,14.25,59.2,17.89,5.76
69.797523,2,0.014327,1,12.83,105.47,15.59,5.76
112.031059,2,0.026778,0,15.92,63.42,16.15,5.76
73.489464,0,0.027215,3,12.99,27.6,16.95,5.76
121.262582,0,0.008247,3,23.48,56.35,17.41,5.76
77.285618,1,0.025878,0,13.19,54.3,16.88,5.76
77.75854,1,0.01286,2,13.84,114.95,17.22,5.76
109.958751,0,0.018189,3,16.11,26.4,17.56,5.76
98.575513,1,0.010145,1,15.3,95.09,17.13,5.76
116.09126,2,0.025842,0,22.91,77.82,16.22,5.76
87.760218,2,0.022789,0,14.71,50.13,15.6,5.76
100.818338,0,0.049594,3,15.41,52.39,17.87,5.76
188.470126,2,0.015918,0,20.84,56.68,15.97,5.76
94.463445,0,0.031758,3,15.15,57.42,17.99,5.76
73.03114,0,0.041078,3,13.8,66.34,17.77,5.76
84.39624,1,0.011849,2,14.26,105.82,16.05,5.76
70.266182,1,0.014232,2,12.6,120.76,17.15,5.76
80.275171,2,0.062286,0,19.2,75.36,15.44,5.76
127.556106,2,0.039198,0,23.99,67.44,16.41,5.76
110.696791,1,0.027101,0,15.96,68.2,16.77,5.76
67.993412,0,0.029415,3,12.47,30.84,19.36,5.76
110.696791,2,0.018067,0,15.96,47.39,15.73,5.76
67.129728,0,0.014897,3,13.45,72.99,17.88,5.76
81.992443,2,0.024392,0,14.43,48.48,15.52,5.76
69.125579,1,0.028933,0,13.6,54.32,16.29,5.76
84.711093,2,0.059024,0,13.88,69.45,15.58,5.76
112.523334,0,0.026661,3,23.59,48.87,16.07,5.76
95.081895,2,0.010517,1,15.07,95.44,15.72,5.76
96.839169,1,0.051632,0,14.95,66.49,16.94,5.76
108.53439,0,0.027641,3,15.82,52.53,19.2,5.76
109.842378,0,0.009104,3,15.88,52.7,18.35,5.76
100.363736,0,0.009964,3,15.54,49.93,18.77,5.76
81.469355,2,0.036824,0,13.97,77.41,15.72,5.76
132.253072,2,0.007561,2,18.41,102.53,17.29,5.76
115.176135,1,0.008682,2,16.16,87.74,16.03,5.76
103.563377,0,0.019312,3,15.46,44.24,17.02,5.76
91.186713,1,0.010967,2,14.82,102.91,16.46,5.76
111.178903,2,0.026984,0,22.74,75.78,15.87,5.76
132.024608,0,0.022723,3,17.37,44.84,18.02,5.76
74.461759,1,0.040289,0,13.73,80.82,16.49,5.76
92.011288,0,0.032605,3,14.46,54.22,17.16,5.76
74.192962,0,0.013478,3,13.28,59.18,17.21,5.76
86.276677,0,0.011591,3,14.43,54.07,17.74,5.76
72.003007,2,0.041665,2,13.79,120.59,15.51,5.76
153.463865,1,0.019549,2,19.31,95.37,17.43,5.76
83.752575,2,0.01194,1,14.34,100.97,15.54,5.76
83.907272,1,0.05959,0,14.54,77.3,17.57,5.76
87.760218,0,0.011395,3,14.71,56.46,17.42,5.76
90.707581,1,0.033073,0,14.64,71.09,15.66,5.76
97.671866,1,0.020477,1,15.22,95.1,17.06,5.76
99.649591,1,0.010035,2,15.56,100.45,16.76,5.76
131.303092,2,0.022848,2,24.96,94.15,16,5.76
114.94659,0,0.0087,3,16.11,47.37,17.4,5.76
153.463865,1,0.019549,0,19.31,67.43,17.57,5.76
91.645884,0,0.032735,3,14.97,58.02,17.95,5.76
55.457059,1,0.036064,0,16.05,64.39,16.85,5.76
71.891582,1,0.04173,0,12.79,78.56,17.2,5.76
99.371642,2,0.010063,1,21.44,102.11,15.6,5.76
127.643884,0,0.023503,3,25.7,45.19,17.36,5.76
98.575513,0,0.030434,3,15.3,50.11,18.39,5.76
78.917712,2,0.012671,1,14.16,105.76,15.53,5.76
92.712943,1,0.05393,0,14.91,68.15,16.95,5.76
103.037993,1,0.048526,0,15.7,68.09,16.53,5.76
100.818168,2,0.009919,2,15.62,97.91,16.24,5.76
89.588465,2,0.022324,0,14.69,49.69,15.62,5.76
100.221595,1,0.029934,0,15.35,73.7,16.95,5.76
103.197413,2,0.01938,0,15.57,45.7,16.28,5.76
73.03114,2,0.068464,0,13.8,72.39,15.59,5.76
99.341278,0,0.030199,3,15.18,46.39,17.76,5.76
73.620256,1,0.04075,0,13.08,77.27,15.75,5.76
101.209074,0,0.029642,3,15.59,57.72,18.09,5.76
73.071225,2,0.027371,0,12.9,52.88,15.63,5.76
67.285304,1,0.044586,0,13.75,80.96,16.67,5.76
69.390728,2,0.028822,0,13.12,54.28,15.58,5.76
101.739004,2,0.029487,0,15.42,66.34,15.7,5.76
96.579911,2,0.020708,0,15.42,50.54,15.66,5.76
89.795982,2,0.033409,0,14.37,71.72,15.6,5.76
67.113003,1,0.0298,0,12.3,53.88,16,5.76
95.175964,2,0.021014,0,21.28,55.07,15.72,5.76
108.568885,2,0.027632,0,15.8,63.33,15.71,5.76
95.639228,2,0.020912,1,15.08,97.45,16.4,5.76
78.870089,2,0.063395,0,13.39,72.03,15.74,5.76
110.068591,2,0.027256,0,16.05,69.95,16.03,5.76
83.752575,0,0.0597,3,14.34,50.64,17.65,5.76
162.591415,0,0.012301,3,19.18,22.46,17.37,5.76
76.931027,1,0.012999,1,13.16,99.46,15.85,5.76
89.127113,1,0.02244,0,14.8,54.9,17.95,5.76
90.088089,1,0.0111,1,14.72,107.83,16.78,5.76
92.011288,2,0.010868,2,14.46,101.8,15.61,5.76
109.958751,0,0.027283,3,16.11,43.92,17.52,5.76
79.989509,2,0.037505,0,13.42,73.02,15.92,5.76
88.752582,1,0.056336,0,14.59,73.27,17.72,5.76
73.03114,1,0.041078,0,13.8,77.95,16.62,5.76
108.579039,1,0.02763,0,15.75,63.7,16.91,5.76
83.76036,1,0.035816,0,14.09,72.55,16.44,5.76
124.147076,1,0.008055,2,25.96,109.5,16.43,5.76
90.113474,2,0.011097,1,14.72,97.86,15.63,5.76
66.655408,1,0.045008,0,12.41,83.26,16.49,5.76
97.200438,0,0.05144,3,15.3,52.17,18.82,5.76
68.431744,2,0.014613,2,13.6,125.07,15.51,5.76
84.209239,0,0.02375,3,14.66,34.63,17.8,5.76
109.478081,1,0.018268,1,15.89,99.85,17.29,5.76
112.812967,2,0.026593,0,22.74,77.59,16.04,5.76
80.009135,0,0.024997,3,14.15,58.4,18.1,5.76
84.998609,0,0.02353,3,14.35,63.67,18.23,5.76
86.978825,1,0.034491,0,14.44,73.37,16.57,5.76
168.238482,0,0.005944,3,19.46,44.23,18.82,5.76
101.319014,1,0.029609,2,15.41,104.05,17.13,5.76
69.390728,2,0.028822,0,13.12,53.37,15.53,5.76
84.209239,1,0.035626,0,14.66,80.43,16.33,5.76
73.620256,0,0.013583,3,13.08,69.05,18.73,5.76
98.337033,1,0.010169,2,15.26,93.26,16.22,5.76
79.371303,2,0.025198,0,13.87,53.87,15.64,5.76
116.245337,0,0.008602,3,16.35,51.84,18.48,5.76
181.237129,1,0.016553,0,20.19,64.65,16.64,5.76
101.044947,1,0.02969,0,15.56,74.1,16.02,5.76
91.645884,2,0.032735,0,14.97,74.54,15.52,5.76
95.637877,1,0.020912,1,15.11,92.46,17.07,5.76
109.281031,2,0.027452,0,16.09,69.29,16.24,5.76
72.590157,2,0.041328,0,18.11,81.26,15.55,5.76
68.577598,2,0.014582,1,12.72,107.75,15.63,5.76
93.41182,2,0.032116,0,14.78,68.38,15.77,5.76
107.294984,0,0.00932,3,15.92,55.84,17.67,5.76
107.170013,2,0.027993,0,22.37,71.85,15.66,5.76
72.91603,0,0.013714,3,12.97,61.83,16.9,5.76
135.092942,1,0.022207,0,17.44,65.42,16.02,5.76
99.679976,0,0.010032,3,15.64,62.17,18.79,5.76
68.577598,0,0.029164,3,12.72,61.23,17.25,5.76
79.142222,1,0.025271,0,13.84,51.82,16.83,5.76
81.992443,1,0.060981,0,14.43,71.84,16.33,5.76
72.7994,0,0.041209,3,13.82,57.7,17.25,5.76
115.200006,1,0.026042,0,22.93,75.14,16.53,5.76
94.220514,0,0.053067,3,15.03,53.94,17.07,5.76
94.146847,1,0.010622,2,14.93,101.25,15.59,5.76
153.463865,2,0.032581,0,19.31,60.3,16.05,5.76
102.640589,0,0.029228,3,15.51,50.12,17.68,5.76
75.521203,1,0.039724,0,13.23,78.55,16.41,5.76
70.944142,1,0.042287,0,13.89,86.32,16.47,5.76
78.102864,1,0.012804,1,14.32,107.82,15.84,5.76
76.416614,0,0.013086,3,13.11,57.9,16.74,5.76
90.262353,2,0.033236,0,14.42,71.51,15.59,5.76
73.332855,0,0.040909,3,12.89,63.48,18.56,5.76
77.16919,1,0.025917,0,18.85,58.39,16.17,5.76
67.7327,1,0.044292,0,12.71,77.86,16.96,5.76
116.09126,1,0.025842,0,22.91,80.48,16.82,5.76
79.345858,0,0.012603,3,13.42,56.17,19.34,5.76
80.34634,1,0.037338,0,13.73,70.17,16.7,5.76
70.906478,2,0.070515,0,13.25,71.48,15.5,5.76
74.87162,1,0.026712,1,13.45,96.27,17.1,5.76
106.516564,1,0.009388,2,15.82,108.5,17.54,5.76
88.834354,0,0.022514,3,14.53,31.54,17.77,5.76
77.243241,2,0.038838,0,23.07,85.55,15.44,5.76
109.065912,1,0.009169,1,22.35,104.65,15.96,5.76
88.491085,1,0.033902,0,14.6,73.75,16.58,5.76
95.660958,0,0.031361,3,14.95,55.53,17.89,5.76
119.199518,1,0.025168,0,16.53,71.05,16.72,5.76
95.941552,2,0.010423,1,15.15,93.19,16.42,5.76
88.158225,1,0.011343,1,14.28,100.96,17.18,5.76
79.371303,1,0.037797,2,13.87,106.33,17.07,5.76
88.823853,0,0.033775,3,14.14,55.36,17.9,5.76
106.93259,1,0.018703,0,22.45,53.66,16.6,5.76
68.431744,0,0.029226,3,13.6,70.29,17.6,5.76
76.53824,1,0.065327,0,13.26,70.25,16.58,5.76
66.655408,1,0.075013,0,12.41,72.44,16.69,5.76
85.009872,2,0.023527,1,14.42,98.32,15.6,5.76
119.505279,0,0.016736,3,17.43,50.17,18.07,5.76
99.892516,1,0.050054,0,15.2,70.15,17.53,5.76
70.561509,0,0.014172,3,13.24,61.34,17.38,5.76
98.337033,0,0.010169,3,15.26,46.99,17,5.76
96.052763,1,0.031233,0,15.03,70.99,17.41,5.76
95.917339,0,0.010426,3,14.98,53.49,17.64,5.76
70.304809,1,0.014224,2,13.4,119.1,16.12,5.76
115.950946,2,0.008624,1,23.66,102.04,16.28,5.76
66.477591,0,0.015043,3,12.4,63.56,16.85,5.76
87.760218,0,0.011395,3,14.71,62.36,17.62,5.76
75.840611,2,0.013186,2,19.63,122.12,15.63,5.76
101.699891,2,0.009833,1,15.39,96.03,16.43,5.76
95.385921,1,0.010484,2,14.99,95.06,15.72,5.76
149.862839,2,0.006673,1,19.26,89.75,15.96,5.76
121.405835,1,0.008237,1,23.8,102.2,16.14,5.76
114.906727,2,0.026108,0,24.87,73.73,16.18,5.76
81.469355,2,0.036824,0,13.97,71.81,16.42,5.76
89.588465,0,0.022324,3,14.69,53.27,17.03,5.76
83.772279,1,0.011937,2,14.35,114.45,16.09,5.76
79.371303,1,0.037797,0,13.87,83.21,17.6,5.76
88.289831,0,0.033979,3,14.54,51.94,17.8,5.76
80.009135,0,0.037496,3,14.15,56.73,18.52,5.76
110.613773,2,0.027121,0,15.86,63.01,15.68,5.76
74.928298,0,0.040038,3,13.18,64.47,18.73,5.76
67.985729,1,0.029418,0,13.14,53.22,16.06,5.76
79.14428,0,0.012635,3,19.12,63.7,17.44,5.76
102.375918,1,0.029304,0,21.67,78.67,15.87,5.76
87.250959,1,0.034384,0,14.53,76.86,18.11,5.76
90.94353,2,0.032988,0,14.67,69.49,15.69,5.76
97.033738,0,0.010306,3,15.16,57.16,18.16,5.76
125.434734,1,0.023917,0,16.85,60.37,16.54,5.76
97.291805,0,0.030835,3,15.2,50.01,17.58,5.76
77.669759,1,0.064375,0,14.33,80.02,16.77,5.76
66.477591,2,0.045128,0,12.4,82.62,16.3,5.76
70.266182,2,0.042695,0,12.6,76.05,15.49,5.76
132.253072,1,0.022684,2,18.41,94.98,15.88,5.76
109.281031,1,0.027452,0,16.09,74.7,17.4,5.76
84.998609,2,0.011765,2,14.35,108.1,16.61,5.76
83.171159,2,0.012023,2,14.4,109.71,16,5.76
108.137029,1,0.046238,0,22.29,72.85,15.72,5.76
93.41182,2,0.021411,0,14.78,46.27,16.77,5.76
71.509486,1,0.041952,2,13.72,121.45,16.25,5.76
67.380096,0,0.029682,3,12.39,64.64,17.94,5.76
98.000806,1,0.030612,0,15.12,74.74,16.66,5.76
109.131974,0,0.009163,3,22.32,56.52,16.08,5.76
107.008329,2,0.028035,0,15.53,63.65,15.77,5.76
120.142074,1,0.008323,1,23.96,97.94,16.09,5.76
84.194187,1,0.023755,1,15.84,117.5,16.82,5.76
71.891582,0,0.04173,3,12.79,58.88,16.65,5.76
91.516343,0,0.032781,3,14.64,46.14,17.31,5.76
109.003596,1,0.009174,1,15.93,98.64,17.43,5.76
188.470126,1,0.010612,1,20.84,79.91,16.26,5.76
95.660958,2,0.010454,1,14.95,95.63,15.66,5.76
79.142222,2,0.037906,0,13.84,75.19,15.59,5.76
96.489927,2,0.031091,0,15.2,72.11,15.69,5.76
132.024608,0,0.015149,3,17.37,50.4,17.17,5.76
68.916815,1,0.043531,0,12.72,75.83,16.37,5.76
71.739796,1,0.041818,0,12.76,68.86,15.73,5.76
99.892516,0,0.030032,3,15.2,57.44,19.19,5.76
103.197413,1,0.02907,0,15.57,76.54,17.53,5.76
68.071073,2,0.073453,0,13.19,74.84,15.55,5.76
93.622022,2,0.021362,0,14.9,47.22,16.26,5.76
93.651631,2,0.053389,0,15.03,70.38,15.58,5.76
68.114584,1,0.029362,0,12.39,55.79,15.96,5.76
74.755331,0,0.013377,3,12.97,47.63,16.04,5.76
91.323445,0,0.01095,3,14.57,61.74,18.27,5.76
77.298572,2,0.038811,0,13.78,77.98,15.56,5.76
214.267792,0,0.014001,3,22.12,35.89,16.91,5.76
177.859997,1,0.005622,2,21.01,94.67,18.95,5.76
74.192962,0,0.013478,3,13.28,65.25,17.82,5.76
75.779132,0,0.065981,3,13.06,50.46,16.56,5.76
77.029215,1,0.06491,0,14.11,78.14,16.67,5.76
82.184473,0,0.036503,3,13.98,56.07,18.06,5.76
96.456931,1,0.010367,1,15.13,95.6,16.3,5.76
75.61103,0,0.013226,3,13.46,48.66,15.9,5.76
106.574302,2,0.028149,0,15.8,67.85,16.27,5.76
109.842378,2,0.027312,2,15.88,93.14,15.71,5.76
113.622018,0,0.026403,3,22.62,58.19,17.86,5.76
104.751695,0,0.028639,3,15.47,48.23,17.82,5.76
94.506536,1,0.021163,0,14.9,55.19,17.51,5.76
89.039831,2,0.033693,2,14.51,102.44,15.87,5.76
76.660334,0,0.039134,3,13.9,62.52,17.24,5.76
90.383767,2,0.033192,0,14.43,68.09,15.71,5.76
90.137501,2,0.011094,2,14.5,105.27,16.46,5.76
169.256933,1,0.029541,0,19.52,61.89,16.59,5.76
104.85894,1,0.019073,0,15.6,41.93,16.21,5.76
72.003007,2,0.027777,0,13.79,53.38,15.59,5.76
66.611493,1,0.045037,0,12.39,77.66,16.99,5.76
106.860612,0,0.04679,3,22.08,52.65,17.26,5.76
149.862839,1,0.020018,0,19.26,67.35,17.76,5.76
143.194705,1,0.006983,2,18.15,95.84,16.11,5.76
110.068591,0,0.045426,3,16.05,43.51,16.97,5.76
108.568885,1,0.027632,0,15.8,67.81,16.35,5.76
188.470126,1,0.015918,0,20.84,61.67,16.65,5.76
91.313734,1,0.021903,1,14.76,92.54,16.36,5.76
70.511806,2,0.042546,2,13.45,115.95,16.7,5.76
94.220514,2,0.03184,0,15.03,69.5,15.7,5.76
74.245965,2,0.040406,0,18.43,82.05,15.43,5.76
126.325189,1,0.015832,0,17.13,48.99,16.72,5.76
66.655408,1,0.015003,2,12.41,111.82,16.44,5.76
97.601906,0,0.020491,3,15.4,46.15,16.02,5.76
123.706456,0,0.040418,3,23.71,41.04,16.26,5.76
90.088089,2,0.033301,2,14.72,99.05,15.67,5.76
71.627683,2,0.041883,0,12.7,77.92,16.06,5.76
97.499661,2,0.020513,0,15.4,48.33,15.65,5.76
86.276677,1,0.034772,0,14.43,71.88,16.1,5.76
73.383919,2,0.013627,2,12.87,112.84,15.86,5.76
85.879034,2,0.034933,2,14.12,101.32,15.74,5.76
95.854611,0,0.020865,3,15.03,23.32,16.97,5.76
96.869885,0,0.030969,3,21.01,57.89,17.12,5.76
99.760217,1,0.010024,2,15.31,99.35,17.01,5.76
76.660334,1,0.013045,1,13.9,115.25,16.55,5.76
70.549416,1,0.042523,0,13.71,84.28,16.44,5.76
73.845586,1,0.027084,1,13.93,116.77,17.07,5.76
126.214918,2,0.023769,0,23.99,67.68,15.71,5.76
81.333405,2,0.036885,0,14.05,70.32,15.53,5.76
106.428953,2,0.028188,0,22.09,78.06,15.93,5.76
68.678574,1,0.014561,1,13.43,108.84,16.45,5.76
89.039831,1,0.056155,0,14.51,69.56,16.06,5.76
125.132425,1,0.023975,0,26.42,74.84,16.37,5.76
84.779382,2,0.023591,0,14.25,46.97,15.53,5.76
76.313648,2,0.013104,1,14,107.05,15.54,5.76
69.160233,2,0.014459,2,12.58,113.6,16.11,5.76
107.170013,1,0.027993,0,22.37,78.52,15.96,5.76
104.999743,1,0.028571,0,15.58,71.59,16.55,5.76
87.710488,0,0.034203,3,14.53,59.71,17.68,5.76
106.857258,1,0.028075,0,15.69,66.93,17.08,5.76
85.439433,0,0.023408,3,14.85,30.11,17.46,5.76
92.712943,2,0.010786,1,14.91,97.91,15.67,5.76
168.238482,1,0.005944,2,19.46,81.17,16.62,5.76
79.739818,0,0.025082,3,13.97,61.12,18.17,5.76
154.787153,0,0.012921,3,18.82,20.83,17.04,5.76
169.256933,1,0.005908,2,19.52,93.85,17.17,5.76
95.917339,1,0.031277,0,14.98,76.9,16.45,5.76
97.601906,2,0.020491,0,15.4,51.98,16.97,5.76
73.845586,2,0.027084,0,13.93,54,15.65,5.76
155.588072,0,0.019282,3,18.8,49.71,19.51,5.76
69.390728,2,0.014411,1,13.12,117.45,15.42,5.76
66.453258,2,0.045145,0,12.31,78.55,16.23,5.76
74.826338,0,0.040093,3,13.87,59.01,17.51,5.76
68.431744,2,0.014613,2,13.6,120.11,15.39,5.76
148.961842,1,0.013426,0,18.35,49.63,16.56,5.76
116.245337,1,0.008602,2,16.35,99.01,16.12,5.76
166.842565,1,0.011987,0,19.38,47.77,16.87,5.76
126.570695,0,0.015801,3,24,30.57,17.76,5.76
87.255347,1,0.034382,0,14.2,73.81,16.46,5.76
67.107402,1,0.044704,0,12.88,79.16,16.65,5.76
105.127372,0,0.028537,3,15.54,46.5,17.09,5.76
86.852304,0,0.023028,3,14.04,32.98,19.26,5.76
113.353185,0,0.008822,3,16.19,51.72,18.23,5.76
94.139983,2,0.021245,1,14.9,94.35,16.12,5.76
94.463445,0,0.031758,3,15.15,58.99,18.41,5.76
135.29341,0,0.014783,3,17.65,48.44,18.94,5.76
91.823556,0,0.032671,3,15.06,53.5,17.64,5.76
88.752582,0,0.033802,3,14.59,53.92,16.59,5.76
87.607685,2,0.011415,1,14.53,99.38,15.65,5.76
90.985705,0,0.054954,3,14.74,50.64,17.72,5.76
109.003596,1,0.009174,2,15.93,92.29,16.61,5.76
173.702347,0,0.005757,3,21.43,45.86,16.94,5.76
97.414016,0,0.020531,3,15.41,24.7,17.37,5.76
111.066092,2,0.027011,2,16.12,90.25,16.48,5.76
97.200438,2,0.030864,0,15.3,67.86,15.65,5.76
106.516564,1,0.009388,1,15.82,103.83,17.05,5.76
71.337468,1,0.028036,1,12.69,100.47,16.65,5.76
72.003007,0,0.027777,3,13.79,34.91,18.13,5.76
82.549855,1,0.036342,0,14.57,73.72,16.57,5.76
74.87162,1,0.026712,0,13.45,56.27,16.46,5.76
91.35466,0,0.010946,3,14.91,59.98,18.61,5.76
169.710712,0,0.017677,3,19.62,37.11,17.36,5.76
125.752833,0,0.007952,3,24.16,57.45,18.36,5.76
112.910342,0,0.017713,3,25.05,56.14,16.8,5.76
75.61103,1,0.039677,0,13.46,77.55,16.94,5.76
73.03114,1,0.068464,0,13.8,80.59,16.86,5.76
75.42066,1,0.039777,0,13.26,82.69,16.45,5.76
102.364097,1,0.029307,0,15.6,76.65,17.26,5.76
153.463865,0,0.019549,3,19.31,49.99,18.68,5.76
74.756213,2,0.013377,1,13.9,107.84,15.62,5.76
86.978825,0,0.034491,3,14.44,52.91,17.43,5.76
86.378518,2,0.011577,1,14.36,99.18,15.69,5.76
103.037993,0,0.029115,3,15.7,58.4,18.39,5.76
104.85894,2,0.009537,2,15.6,94.6,15.82,5.76
93.622022,0,0.010681,3,14.9,60.3,18.39,5.76
107.170013,0,0.027993,3,22.37,57.1,16.57,5.76
79.142222,1,0.037906,0,13.84,80.92,16.75,5.76
68.950127,0,0.014503,3,12.46,58.98,17.69,5.76
