Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,Construction_recorded,schedule_recorded,Window_Count,w_north,w_north-east,w_east,w_south-east,w_south,w_south-west,w_west,w_north-west,total_window_area,o_north,o_north-east,o_east,o_south-east,o_south,o_south-west,o_west,o_north-west,Cooling,Heating,Lighting,Equipment
108.97,2,0.046,0.046,0.023,0,0,4,0,1,0,1,0,0,0,0,11.4,1,0,0,0,0,0,0,1,24.7,28.94,11.01,2.38
83.58,1,0.05,0.05,0.025,0,2,4,0,0,1,0,1,0,0,0,10.71,1,0,1,1,0,0,0,0,23.57,23.07,12.7,2.38
71.42,5,0.141,0.141,0.141,1,2,7,0,1,0,1,0,1,0,0,11.31,0,0,0,0,0,0,0,0,28.06,77.75,5.92,1.59
65.27,5,0.066,0.066,0.033,1,2,3,0,0,0,1,0,1,0,0,13.67,1,0,1,1,0,0,0,1,34.23,37.01,7.23,2.38
48.74,1,0.086,0.086,0.043,1,2,3,0,0,1,0,1,0,0,0,11.83,1,0,0,0,0,0,0,0,17.75,20.27,9.12,2.38
133.26,5,0.316,0.316,0.158,0,0,5,0,1,0,0,0,1,0,1,14.13,0,0,0,1,1,1,0,0,49.63,49.84,6.87,2.38
90.82,6,0.119,0.119,0.119,0,0,4,0,0,1,0,1,0,0,0,10.67,0,0,0,1,1,0,1,0,42.7,46.66,6,1.59
105.01,1,0.168,0.168,0.084,0,0,5,0,0,0,1,0,1,0,1,16.91,0,1,1,1,0,1,1,1,71.49,54.28,6.83,2.38
62.66,6,0.051,0.051,0.051,0,0,4,0,0,0,0,0,1,0,1,9.63,1,1,0,0,0,0,1,1,38.96,67.08,8.39,1.59
60,4,0.074,0.074,0.037,0,1,3,0,0,0,0,0,1,0,1,9.58,0,0,0,1,1,0,0,0,38.74,35.67,7.2,2.38
84.08,5,0.027,0.027,0.013,0,1,4,1,0,0,0,0,1,0,1,14.64,1,0,1,1,1,1,0,1,44.01,34.08,7.15,2.38
112.06,4,0.05,0.05,0.025,0,2,3,0,0,0,0,0,1,0,1,10.82,0,0,1,1,0,1,0,0,39.38,28.47,7.3,2.38
50.4,4,0.078,0.078,0.039,0,0,4,0,0,0,0,1,0,1,1,8.6,1,1,1,1,1,0,0,0,35.33,50.49,7.19,2.38
86.27,3,0.243,0.243,0.122,0,0,3,0,0,0,0,0,1,0,1,10.94,0,0,1,1,1,0,1,0,42.94,36.31,7.03,2.38
122.82,5,0.042,0.042,0.021,0,2,3,0,0,0,0,0,1,0,1,11.77,0,0,1,1,1,0,0,0,43.52,41.9,7.06,2.38
54.55,3,0.277,0.277,0.138,0,0,4,1,0,1,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,19.89,30.75,11.99,2.38
48.49,2,0.063,0.063,0.032,0,2,4,0,0,0,0,1,0,1,1,9.55,0,0,0,0,0,0,0,0,27.1,36.93,8.44,2.38
77.37,5,0.056,0.056,0.056,0,1,4,0,1,0,0,0,0,0,1,8.84,0,0,0,0,0,0,0,0,29.35,35.38,5.89,1.59
104.09,1,0.113,0.113,0.113,0,0,4,0,1,0,0,0,0,0,1,10.77,0,1,1,0,0,0,0,0,18.16,26.89,6.03,1.59
67.4,4,0.068,0.068,0.034,0,1,3,0,1,0,1,0,0,0,0,9.75,0,0,0,1,1,0,0,0,42.09,43.71,7.15,2.38
92.25,4,0.035,0.035,0.035,0,1,4,0,0,0,0,0,1,0,1,11.62,0,0,0,1,0,1,0,0,27.27,21.64,6.13,1.59
71.73,5,0.037,0.037,0.019,0,0,4,1,0,1,0,0,0,0,0,12.46,0,0,0,0,0,1,1,0,20.15,24.65,10.15,2.38
42.31,2,0.357,0.357,0.357,0,0,7,0,1,0,1,0,0,0,1,11.18,0,0,0,0,1,0,0,0,35.32,45.66,6.72,1.59
70.22,5,0.048,0.048,0.024,0,1,4,1,0,0,0,0,1,0,1,10.96,1,1,0,0,0,0,0,0,34.63,35.85,7.09,2.38
48.68,2,0.032,0.032,0.032,0,1,4,0,1,0,1,0,0,0,0,11.62,1,0,1,0,0,0,1,1,24,29.8,7.98,1.59
93.1,6,0.073,0.073,0.037,0,1,4,0,0,0,0,0,1,0,1,8.89,0,0,0,0,0,0,0,0,45.74,47.03,7.55,2.38
55.07,3,0.401,0.401,0.201,0,0,3,0,0,0,0,0,1,0,1,9.24,1,0,0,0,0,0,1,1,67.54,36.52,7.03,2.38
89.33,5,0.246,0.246,0.123,0,0,3,0,0,0,0,1,0,1,0,8.76,0,0,0,1,1,0,0,0,56.62,62.83,7.03,2.38
75.93,2,0.066,0.066,0.033,0,0,4,0,1,0,1,0,0,0,0,9.54,0,1,0,0,0,0,0,0,15.95,39.4,9.64,2.38
114.54,3,0.238,0.238,0.238,0,0,4,0,1,0,1,0,0,0,0,9.69,0,1,0,0,0,0,0,0,17.95,29.1,8.57,1.59
42.42,6,0.144,0.144,0.144,0,0,4,0,0,0,0,0,1,0,1,12.38,0,0,1,1,0,0,0,0,35.35,29.9,6.87,1.59
54.76,5,0.035,0.035,0.035,0,1,4,0,1,0,1,0,0,0,0,11.4,1,0,0,0,0,0,0,1,31.38,43.94,7.31,1.59
126.49,4,0.175,0.175,0.175,0,0,4,0,0,0,1,0,1,0,0,9.14,0,0,0,1,1,0,0,0,44.22,48.1,5.86,1.59
104.09,1,0.078,0.078,0.039,0,2,3,1,0,0,0,0,0,1,0,9.11,0,0,1,0,0,0,0,0,26.36,37.48,9.71,2.38
89.08,6,0.219,0.219,0.11,0,0,4,1,0,0,0,0,1,0,1,9.82,1,1,0,1,0,0,1,1,79.73,54.29,6.99,2.38
150.16,2,0.274,0.274,0.137,0,0,4,1,1,0,1,0,0,0,0,10.54,0,0,0,1,1,1,0,0,47.04,29.97,7.34,2.38
93.27,1,0.229,0.229,0.114,0,0,3,0,0,0,0,0,1,0,1,8.74,0,0,0,0,0,0,0,0,37.55,37.83,7.5,2.38
58.05,3,0.031,0.031,0.016,0,0,3,0,0,1,0,1,0,0,0,13.61,1,0,0,0,0,0,0,1,28.87,27.51,7.37,2.38
150.88,2,0.186,0.186,0.093,0,0,4,0,0,0,0,1,0,1,0,12.46,0,1,0,0,0,0,0,0,17.57,21.29,12.92,2.38
106.65,1,0.042,0.042,0.021,0,1,4,1,1,0,0,0,0,1,0,11.79,0,0,0,0,0,0,0,0,21.71,28.57,9.72,2.38
65.88,6,0.076,0.076,0.038,0,2,3,0,1,0,0,0,0,0,1,8.74,0,0,0,0,0,0,0,0,49.05,48.7,7,2.38
73.13,5,0.115,0.115,0.057,0,0,4,0,1,0,1,1,0,0,0,12.29,0,0,0,0,0,0,0,0,48.31,38.72,7.55,2.38
67.97,1,0.057,0.057,0.029,0,1,4,0,1,0,0,0,0,0,1,10.08,1,0,0,0,0,0,0,0,18.08,31.67,13.06,2.38
92.2,5,0.065,0.065,0.065,1,2,7,0,1,0,1,0,0,0,1,16.46,0,0,0,0,0,0,0,0,27.32,25.99,8.24,1.59
69.16,2,0.045,0.045,0.022,0,0,3,0,0,0,0,0,1,0,1,11.33,0,0,0,0,0,0,0,0,34.85,24.03,7.22,2.38
126.49,2,0.052,0.052,0.026,0,0,3,0,0,0,0,1,0,1,0,10.64,0,0,0,0,0,0,0,0,21.43,27.33,8.39,2.38
152.94,6,0.299,0.299,0.15,0,0,3,0,1,0,1,0,0,0,0,9.81,1,0,0,0,0,0,1,1,54.24,40.41,7.02,2.38
111.51,4,0.072,0.072,0.036,0,1,3,0,1,0,0,0,0,0,1,9.14,0,0,0,0,0,0,0,0,23.97,39.26,7.46,2.38
99.67,1,0.131,0.131,0.066,0,0,4,1,1,0,1,0,0,0,0,14.98,0,1,0,0,0,0,0,1,24.4,21.26,8.07,2.38
52.17,1,0.041,0.041,0.041,0,1,4,1,0,0,0,0,0,1,0,10.48,0,0,0,0,0,0,0,0,16.13,29.55,7,1.59
93.08,3,0.099,0.099,0.049,0,2,5,0,1,0,0,0,1,0,1,11.48,0,0,0,0,0,0,0,0,28.24,49.99,9.81,2.38
57.85,3,0.07,0.07,0.035,0,2,3,0,0,0,1,0,1,0,0,9.53,1,0,0,0,0,0,0,1,28.17,39.56,10.06,2.38
95.96,4,0.082,0.082,0.041,0,1,4,0,0,0,1,0,1,0,0,8.41,0,0,0,0,0,0,0,0,29.04,42.04,12.06,2.38
52.43,4,0.03,0.03,0.03,0,0,4,0,0,0,0,1,0,1,0,12.25,1,0,0,0,0,0,1,0,23.13,19.2,6.07,1.59
150.5,6,0.075,0.075,0.038,0,1,3,0,0,0,0,0,1,0,1,8.84,0,0,0,0,0,0,0,0,57.66,73.32,6.79,2.38
51.85,2,0.111,0.111,0.055,0,0,3,0,1,0,0,0,0,0,1,16.47,0,0,1,1,1,0,0,0,15.08,17.64,9.01,2.38
111.51,4,0.141,0.141,0.07,0,0,6,1,1,0,0,0,1,1,0,16.87,1,0,0,0,0,0,1,1,43.13,39.94,7.09,2.38
56.24,4,0.099,0.099,0.099,0,0,4,0,0,0,0,0,1,0,1,11.7,1,0,1,0,0,0,0,0,22.1,27.96,5.97,1.59
63.94,1,0.037,0.037,0.019,0,1,3,0,0,1,0,1,0,0,0,12.49,0,0,0,0,1,1,0,0,28.25,26.75,7.05,2.38
64.7,5,0.023,0.023,0.023,0,2,4,0,0,0,0,1,0,1,0,13.65,0,0,0,1,1,1,0,0,30.4,19.89,5.89,1.59
82.47,6,0.119,0.119,0.06,0,0,3,0,1,0,0,0,0,0,1,12.03,0,0,0,0,0,0,0,0,41.21,35.66,7.06,2.38
63.94,3,0.054,0.054,0.054,0,0,4,0,0,0,1,0,1,0,0,9.68,0,1,0,0,0,0,0,0,29.37,42.6,8.84,1.59
82.36,2,0.046,0.046,0.046,0,1,4,0,1,0,0,0,0,0,1,9.81,0,0,0,0,0,0,0,0,17.78,32.29,6.18,1.59
74.55,2,0.081,0.081,0.041,0,2,4,0,0,0,1,0,1,0,0,8.53,0,0,0,0,0,0,0,0,21.21,34.15,12.29,2.38
76.42,4,0.055,0.055,0.027,0,0,3,0,0,0,0,0,1,0,1,11.02,1,1,1,1,0,0,1,1,38.54,31.26,6.92,2.38
67.59,3,0.024,0.024,0.024,0,1,4,0,0,1,0,1,0,0,0,13.63,1,0,0,0,0,0,1,0,15.21,20.29,7.9,1.59
53.8,4,0.08,0.08,0.04,0,1,3,0,1,0,1,0,0,0,0,8.8,0,0,0,1,1,0,0,0,46.98,50.94,7.1,2.38
111.38,1,0.115,0.115,0.115,1,2,4,0,0,0,1,0,1,0,0,8.88,0,0,0,0,0,0,0,1,12.95,16.84,9.53,1.59
75.71,4,0.118,0.118,0.118,0,0,4,0,1,0,1,0,0,0,0,11.06,0,0,0,1,1,0,0,0,31.55,43.09,5.96,1.59
93.75,2,0.106,0.106,0.106,1,2,4,0,1,0,0,0,0,0,1,9.17,1,0,0,0,0,1,0,1,27.96,21.31,5.91,1.59
93.3,3,0.175,0.175,0.175,0,0,4,0,0,0,0,0,1,0,1,9.14,0,0,1,1,1,0,0,0,27.9,22.07,6.13,1.59
58.05,4,0.059,0.059,0.03,0,2,4,1,0,0,0,0,0,1,0,10.48,0,0,0,0,0,0,0,0,19.06,30.51,12.43,2.38
99.36,1,0.094,0.094,0.094,0,0,4,0,1,0,0,0,0,0,1,11.74,0,0,0,0,0,1,0,0,16.99,25.28,6.03,1.59
99.95,2,0.117,0.117,0.117,1,2,4,0,0,0,1,0,1,0,0,9.14,0,0,0,1,1,0,0,0,39.85,40.14,6.03,1.59
64.33,5,0.062,0.062,0.031,0,2,3,0,0,0,0,0,1,0,1,9.9,0,0,0,0,0,0,0,0,46.68,49.87,7.07,2.38
82.47,1,0.335,0.335,0.167,0,0,4,0,0,1,0,1,1,0,0,9.94,0,0,0,0,1,0,0,0,25.99,33.25,7.84,2.38
66.5,3,0.029,0.029,0.029,0,1,4,0,1,0,0,0,0,0,1,12.21,0,0,0,1,0,0,0,0,11.74,25.12,9.41,1.59
105.01,2,0.03,0.03,0.015,0,1,4,0,0,0,0,1,0,1,1,13.81,1,0,1,0,0,0,1,1,33.82,26.36,7.37,2.38
103.41,4,0.314,0.314,0.157,0,0,4,0,1,0,0,0,0,0,1,10,0,0,1,1,1,1,0,0,18.83,27.15,12.43,2.38
81.13,5,0.41,0.41,0.205,0,0,5,0,1,0,1,0,0,0,1,12.4,0,0,0,0,0,0,0,0,45.33,58.85,6.99,2.38
150.5,5,0.286,0.286,0.143,0,0,3,0,0,0,0,1,0,1,0,10.68,0,1,1,0,0,0,0,0,59.96,44.77,7.19,2.38
117.71,2,0.248,0.248,0.124,0,0,4,0,1,0,0,0,0,0,1,11.1,0,0,0,0,0,1,0,1,16.1,29.78,12.53,2.38
54.01,2,0.026,0.026,0.013,0,1,4,1,1,0,0,0,0,0,1,14.98,1,1,0,0,0,1,0,1,16.25,26.17,7.48,2.38
65.27,4,0.027,0.027,0.013,0,1,3,0,0,0,0,0,1,0,1,16.55,0,0,0,1,1,1,1,1,45.08,25.24,7.07,2.38
63.26,4,0.045,0.045,0.023,0,2,4,0,0,0,0,1,0,1,0,11.26,0,1,1,0,0,0,0,0,21.34,25.59,12.62,2.38
51.53,5,0.209,0.209,0.105,0,0,5,0,1,0,1,0,1,0,0,16.79,0,0,0,0,0,0,0,0,47.42,40.93,7.34,2.38
93.3,4,0.078,0.078,0.039,1,2,3,0,0,1,0,1,0,0,0,12.17,0,0,0,0,1,1,0,0,29.56,41.38,7.07,2.38
83.49,2,0.125,0.125,0.125,0,0,4,0,0,0,1,0,1,0,0,10.41,0,0,0,1,0,0,0,0,11.96,30.62,9.9,1.59
62.29,1,0.091,0.091,0.046,1,2,4,0,0,0,0,1,0,1,1,11.33,0,0,0,0,1,0,1,0,33.94,22.94,7.24,2.38
76.73,2,0.062,0.062,0.031,0,1,3,0,1,0,0,0,0,0,1,9.84,0,1,0,0,0,0,0,0,22.55,31.42,7.18,2.38
143.42,1,0.248,0.248,0.124,0,0,3,0,1,0,0,0,0,0,1,8.84,0,0,0,0,0,0,0,0,16.94,47.02,9.32,2.38
48.82,5,0.201,0.201,0.1,0,0,3,0,0,0,0,1,0,1,0,9.94,0,0,0,0,0,0,0,0,54.4,54.19,7.11,2.38
69.71,4,0.23,0.23,0.115,0,0,3,0,1,0,0,0,0,0,1,8.85,0,0,0,0,0,0,0,0,26.97,30.9,7.14,2.38
96.76,1,0.061,0.061,0.061,0,2,4,1,0,1,0,0,0,0,0,8.65,0,0,1,1,1,0,0,0,17.63,30.94,8.64,1.59
71.73,1,0.248,0.248,0.124,0,0,3,0,0,0,1,0,1,0,0,10.84,1,0,0,0,0,1,1,1,42.05,22.36,7.2,2.38
57.88,5,0.039,0.039,0.02,0,2,4,1,0,0,0,0,0,1,0,12.15,1,0,1,0,1,0,0,0,36.39,33.55,10.78,2.38
58.89,3,0.17,0.17,0.17,0,0,4,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,19.13,31.79,9.53,1.59
54.76,5,0.229,0.229,0.114,0,0,3,0,1,0,1,0,0,0,0,8.74,0,0,0,0,0,0,0,0,28.33,33.06,8.59,2.38
61.67,6,0.047,0.047,0.047,0,1,4,0,1,0,0,0,0,0,1,9.69,0,0,0,0,0,0,0,0,45.77,44.28,5.85,1.59
51.13,2,0.083,0.083,0.083,0,0,4,0,1,0,1,0,0,0,0,16.13,0,0,0,1,1,0,0,0,15.03,18.85,9.14,1.59
60.2,4,0.171,0.171,0.085,0,0,4,1,1,0,0,0,0,1,0,10.06,0,0,0,0,0,0,0,0,23.23,35.04,8.06,2.38
89.93,4,0.068,0.068,0.034,0,1,3,0,1,0,0,0,0,0,1,9.58,1,0,0,0,0,0,1,1,29.84,38.97,7.08,2.38
105.61,4,0.173,0.173,0.173,0,0,4,0,0,0,0,0,1,0,1,11.55,0,0,0,0,0,0,0,0,25.15,28.54,5.94,1.59
149.82,4,0.133,0.133,0.067,0,0,3,0,1,0,1,0,0,0,0,14.78,1,0,0,0,0,0,0,0,18.6,17.51,7.69,2.38
48.74,4,0.117,0.117,0.117,1,2,4,0,0,0,0,1,0,1,0,9.66,0,0,1,0,0,0,1,0,46.88,51.96,5.75,1.59
94.04,4,0.124,0.124,0.062,0,0,4,0,0,1,1,1,0,0,0,11.95,0,0,0,0,1,1,1,0,46.09,37.72,7.14,2.38
51.64,3,0.125,0.125,0.062,0,0,3,0,1,0,1,0,0,0,0,15.31,1,1,1,1,1,0,1,1,38.31,22.11,7.16,2.38
52.14,4,0.164,0.164,0.164,0,0,4,0,1,0,0,0,0,0,1,9.82,1,1,1,0,0,0,1,1,43.06,34.24,5.75,1.59
75.05,5,0.233,0.233,0.116,0,0,3,0,1,0,1,0,0,0,0,8.65,0,0,0,0,0,0,0,0,44.81,50.02,7.91,2.38
64.16,3,0.325,0.325,0.163,0,0,3,0,0,0,0,1,0,1,0,9.63,0,0,0,0,0,0,0,0,37.53,36.06,7.49,2.38
66.81,6,0.163,0.163,0.163,0,0,4,0,1,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,41.13,36.74,6.98,1.59
51.85,5,0.193,0.193,0.193,0,0,4,1,0,1,0,0,0,0,0,10.58,0,0,0,0,0,0,0,1,29.42,36.08,7.98,1.59
91.61,5,0.243,0.243,0.121,0,0,4,0,0,0,0,1,0,1,1,10.9,0,0,0,0,0,1,1,0,57.23,49.27,7.09,2.38
66.5,3,0.113,0.113,0.113,1,2,4,0,1,0,1,0,0,0,0,9.04,0,0,0,0,0,0,0,0,14.34,15.79,9.11,1.59
83.49,1,0.065,0.065,0.033,0,1,4,1,0,0,0,0,0,1,0,9.45,0,0,1,0,0,0,0,0,16.23,30.13,12.02,2.38
53.8,4,0.043,0.043,0.043,0,2,7,1,0,1,0,0,0,1,0,14.39,1,1,0,0,0,0,0,1,43.28,42.89,5.82,1.59
89.93,1,0.079,0.079,0.04,0,1,3,0,1,0,0,0,0,0,1,8.69,1,0,0,0,0,0,1,1,37.14,33.16,6.86,2.38
81.28,4,0.155,0.155,0.078,0,0,3,0,0,0,1,0,1,0,0,10.57,0,0,0,0,0,0,0,0,49.32,37.81,7.04,2.38
52.43,3,0.128,0.128,0.064,0,0,3,0,0,1,0,1,0,0,0,11.77,0,1,1,1,1,0,1,0,42.85,40.63,6.9,2.38
113.05,3,0.1,0.1,0.1,0,0,7,0,1,0,0,0,1,0,1,16.24,0,0,0,0,0,0,0,0,20.19,36.39,6.01,1.59
72.77,2,0.055,0.055,0.028,0,2,3,0,0,0,1,0,1,0,0,10.25,0,0,0,0,0,0,0,0,17.95,29.15,11.38,2.38
76.55,2,0.04,0.04,0.04,0,1,4,0,0,0,0,0,1,0,1,10.4,0,0,1,1,1,0,0,0,27.42,19.72,7.26,1.59
75.66,2,0.052,0.052,0.026,0,2,4,0,1,0,0,0,0,0,1,10.75,0,0,0,0,0,0,0,0,19.55,30.37,12.33,2.38
87.95,1,0.288,0.288,0.288,0,0,4,0,0,0,1,0,1,0,0,8.85,0,0,0,0,0,0,0,0,13.21,34.6,9.92,1.59
50.3,3,0.023,0.023,0.012,0,1,4,0,0,0,1,0,1,0,0,15.86,1,0,0,0,0,0,1,0,17.27,19.74,11.69,2.38
126.49,5,0.04,0.04,0.02,0,1,3,1,0,0,0,0,0,1,0,12.12,0,1,0,1,1,1,0,0,29.67,30.06,7.1,2.38
92.99,2,0.049,0.049,0.025,0,2,3,0,1,0,0,0,0,0,1,10.86,0,0,1,0,0,0,0,0,18.07,28.03,7.22,2.38
114.54,3,0.198,0.198,0.198,0,0,4,0,0,0,0,0,1,0,1,10.48,0,1,1,1,1,0,0,0,29.04,20.37,6.37,1.59
66.5,1,0.053,0.053,0.027,0,1,4,0,1,1,0,1,0,0,0,11.04,0,1,1,1,0,0,0,0,31.24,33.99,7.33,2.38
64.46,4,0.064,0.064,0.032,0,1,4,0,1,0,0,0,0,0,1,10.14,0,0,0,1,0,0,0,0,22.95,31.47,11.47,2.38
91.47,2,0.11,0.11,0.055,0,0,3,0,1,0,1,0,0,0,0,12.51,0,0,0,0,0,0,0,0,25.56,23.43,8.14,2.38
56.41,3,0.112,0.112,0.056,0,0,4,0,0,0,0,1,1,0,1,12.5,0,0,0,1,1,1,0,0,33.84,34.47,7.12,2.38
49.36,4,0.105,0.105,0.052,1,2,4,0,1,0,0,1,0,0,0,10.51,0,0,1,1,0,0,0,1,41.36,54.19,7.01,2.38
51.64,3,0.055,0.055,0.055,0,0,4,0,1,0,0,0,0,0,1,8.9,0,1,0,0,0,0,0,0,17.66,33.85,6.23,1.59
57.9,6,0.294,0.294,0.294,0,0,4,0,0,0,1,0,1,0,0,8.61,0,0,0,0,0,0,0,0,69.98,73.9,5.85,1.59
113.05,6,0.06,0.06,0.03,0,1,4,0,1,0,1,0,0,0,0,9.88,1,1,1,0,0,0,1,1,43.66,42.77,8.35,2.38
86.22,5,0.065,0.065,0.033,0,1,3,1,0,1,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,40.87,46.24,7.19,2.38
94.04,6,0.059,0.059,0.059,0,1,4,0,1,0,0,0,0,0,1,8.67,0,0,0,0,0,0,0,0,44.23,45.53,5.78,1.59
93.41,2,0.169,0.169,0.085,0,0,4,0,1,1,0,1,0,0,0,10.83,0,1,1,1,0,0,0,0,38.49,35.82,7.33,2.38
48.82,3,0.135,0.135,0.068,0,0,4,1,0,1,0,0,0,0,0,12.09,0,0,0,0,0,0,0,0,15.02,28.99,12.7,2.38
152.41,1,0.077,0.077,0.038,0,1,3,0,0,0,0,0,1,0,1,9.34,1,0,0,0,0,0,1,1,54.22,38.06,7.05,2.38
52.46,5,0.233,0.233,0.116,0,0,4,0,1,0,0,0,0,0,1,8.65,0,0,0,0,0,0,0,0,41.34,43.33,9.02,2.38
153.25,5,0.039,0.039,0.019,0,0,4,0,1,0,0,0,0,0,1,12.29,0,0,0,0,0,0,0,0,20.76,27.66,10.75,2.38
84.28,2,0.21,0.21,0.21,0,0,7,0,1,0,1,0,0,0,1,16.91,1,1,0,1,1,1,1,0,49.35,42.05,5.84,1.59
81.28,2,0.045,0.045,0.045,0,1,7,1,0,1,0,0,0,1,0,13.97,0,0,0,1,0,0,0,0,13.79,41.6,9.18,1.59
76.46,4,0.133,0.133,0.067,0,0,5,0,1,0,1,0,1,0,0,16.24,0,0,0,1,0,0,0,0,35.94,39.86,7.73,2.38
95.65,4,0.033,0.033,0.016,0,1,3,0,1,0,0,0,0,0,1,13.67,1,1,0,1,0,0,1,1,19.12,23.05,7.21,2.38
80.91,3,0.023,0.023,0.023,0,0,4,0,0,0,0,1,0,1,0,13.87,0,0,1,1,1,1,0,0,23.75,15.59,6.51,1.59
87.87,2,0.101,0.101,0.051,1,2,3,0,0,0,0,0,1,0,1,11.23,0,1,0,0,0,0,1,0,24.32,17.88,8.12,2.38
99.08,2,0.129,0.129,0.064,0,0,3,0,0,0,0,0,1,0,1,11.81,0,1,1,0,0,0,0,0,25.6,21.07,8.41,2.38
65.71,3,0.031,0.031,0.031,0,0,4,0,1,0,0,0,0,0,1,11.77,0,1,1,0,1,0,0,1,10.07,25.21,9.42,1.59
107.48,4,0.028,0.028,0.028,0,0,4,0,0,1,0,1,0,0,0,12.46,0,0,1,0,0,0,0,0,17.45,26.34,9.2,1.59
122.82,1,0.164,0.164,0.082,1,2,6,0,0,0,1,0,1,0,1,12.4,0,1,0,0,0,0,0,0,20.86,31.77,12.46,2.38
55.98,5,0.053,0.053,0.027,0,2,4,0,1,0,0,0,0,0,1,10.46,0,0,0,0,0,0,0,0,33.15,38.45,11.38,2.38
111.38,5,0.077,0.077,0.038,0,1,4,0,0,0,1,0,1,0,0,9.5,0,0,0,0,0,0,0,0,45.43,55.08,10.61,2.38
84.12,2,0.324,0.324,0.162,0,0,3,0,0,0,0,0,1,0,1,9.42,0,0,0,1,1,0,0,0,22.32,26.76,9.69,2.38
128.13,1,0.162,0.162,0.081,0,0,3,1,0,0,0,0,0,1,0,13.33,0,0,0,1,0,1,0,0,26.05,20.66,8.06,2.38
53.33,4,0.093,0.093,0.093,0,0,4,1,0,1,0,0,0,0,0,15.35,0,1,1,1,1,0,0,0,16.36,19.69,9.27,1.59
49.56,3,0.077,0.077,0.038,0,1,3,0,0,0,0,0,1,0,1,8.87,0,0,0,0,0,0,0,0,29.64,45.12,8.32,2.38
50.58,5,0.077,0.077,0.038,0,2,4,0,1,0,1,0,0,0,0,8.85,0,0,0,0,0,0,0,0,21.02,35.03,10.27,2.38
61.68,5,0.054,0.054,0.027,0,1,5,0,1,0,0,0,1,0,1,14.7,0,0,0,1,0,0,0,0,36.19,44.56,7.02,2.38
67.78,4,0.065,0.065,0.033,0,1,3,1,0,0,0,0,0,1,0,9.67,0,0,0,0,0,0,0,0,31.71,37.89,7.1,2.38
83.01,2,0.02,0.02,0.02,0,2,4,0,0,0,1,0,1,0,0,16.55,0,0,1,1,1,1,1,1,32.86,20.08,5.89,1.59
116.56,3,0.194,0.194,0.194,0,0,4,0,1,0,0,0,0,0,1,10.62,0,0,0,1,0,0,1,0,24.12,26.74,5.96,1.59
95.68,4,0.028,0.028,0.028,0,0,4,1,0,0,0,0,0,1,0,12.46,0,1,1,0,0,0,0,0,26.45,27.1,5.9,1.59
72.62,3,0.044,0.044,0.022,0,2,5,0,1,0,1,0,1,0,0,16.24,0,0,0,0,0,0,0,1,35.84,48.31,7.08,2.38
159.81,1,0.08,0.08,0.04,0,0,3,0,0,0,0,0,1,0,1,16.55,0,0,0,1,1,1,1,1,47.01,17.55,7.07,2.38
83.01,4,0.048,0.048,0.048,0,2,4,0,1,0,1,0,0,0,0,9.84,1,0,0,1,0,0,0,1,39.58,41.22,5.92,1.59
57.15,6,0.178,0.178,0.178,0,0,4,0,1,0,0,0,0,0,1,11.46,0,1,1,1,0,0,0,0,41.03,35.3,5.8,1.59
153.77,5,0.038,0.038,0.019,0,0,3,1,0,0,0,0,0,1,0,12.69,0,0,0,0,1,0,0,0,31.11,35.02,8.41,2.38
112.06,2,0.043,0.043,0.021,0,2,4,0,0,0,0,1,0,1,1,11.62,1,1,1,0,0,0,1,1,35.37,28.27,7.28,2.38
75.6,2,0.317,0.317,0.317,0,0,7,0,0,1,0,1,0,1,0,11.95,0,0,0,1,0,0,0,0,50.8,43.49,6.05,1.59
161.81,6,0.06,0.06,0.03,0,1,4,0,0,1,1,0,1,0,0,9.93,0,0,0,0,0,0,0,0,66.62,61.05,7.06,2.38
150.7,5,0.108,0.108,0.054,0,0,3,0,0,0,1,0,1,0,0,13.48,1,1,1,0,1,1,1,0,63.39,36.61,7.06,2.38
87.68,3,0.032,0.032,0.016,0,1,4,0,0,0,0,1,0,1,0,13.35,0,0,1,1,1,1,0,0,25.81,19.85,7.91,2.38
107.58,2,0.214,0.214,0.107,0,0,3,0,1,0,1,0,0,0,0,9.06,0,0,0,0,0,0,0,0,20.56,37.26,9.69,2.38
82.4,5,0.123,0.123,0.062,0,0,3,0,1,0,1,0,0,0,0,11.86,0,0,1,1,1,0,0,0,49.75,42.25,7.07,2.38
58.03,2,0.033,0.033,0.033,0,1,4,1,0,0,0,0,0,1,0,11.61,1,0,0,0,0,0,1,0,30.44,28.79,5.89,1.59
105.61,4,0.035,0.035,0.035,0,2,4,0,1,0,0,0,0,0,1,11.53,1,0,0,0,0,0,1,1,19.63,28.43,8.48,1.59
148.69,1,0.206,0.206,0.206,0,0,4,0,1,0,0,0,0,0,1,10.48,0,0,1,1,1,1,1,1,30.83,24.49,5.92,1.59
117.71,5,0.083,0.083,0.083,0,0,4,0,0,0,0,1,0,1,0,12.62,0,0,0,0,0,0,1,0,26.34,19.71,5.94,1.59
50.33,4,0.146,0.146,0.146,0,0,7,0,1,0,1,0,1,0,0,14,1,0,0,0,0,0,0,1,28.56,41.3,7.55,1.59
