Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,Construction_recorded,schedule_recorded,Window_Count,w_north,w_north-east,w_east,w_south-east,w_south,w_south-west,w_west,w_north-west,total_window_area,o_north,o_north-east,o_east,o_south-east,o_south,o_south-west,o_west,o_north-west,Cooling,Heating,Lighting,Equipment
180.04,2,0.052,0.052,0.052,0,2,4,0,0,0,0,1,0,1,0,9.98,0,0,0,0,0,0,0,0,20.96,38.44,6.24,1.59
83.6,5,0.061,0.061,0.03,0,1,5,0,1,0,0,0,1,0,1,14.27,1,0,0,0,0,0,1,1,46.54,42.95,6.9,2.38
51,2,0.079,0.079,0.04,0,2,3,1,0,1,0,0,0,0,0,8.75,1,1,0,0,0,0,1,0,21.66,43.36,7.24,2.38
85.2,6,0.267,0.267,0.133,0,0,3,0,1,0,0,0,0,0,1,10.4,0,0,0,1,1,0,1,0,46.93,39.68,7,2.38
81.13,4,0.096,0.096,0.048,0,0,3,1,0,0,0,0,0,1,0,13.68,1,1,0,0,0,0,0,1,35.56,19.19,7.08,2.38
66.63,1,0.038,0.038,0.038,0,2,4,0,0,0,0,1,0,1,0,10.71,0,0,0,0,0,0,0,0,12.23,31.3,7.43,1.59
126.49,2,0.356,0.356,0.178,0,0,3,0,1,0,0,0,0,0,1,9.4,1,0,0,0,0,0,1,1,33.75,36.01,7.08,2.38
87.43,4,0.306,0.306,0.153,0,0,4,0,1,0,1,0,0,0,0,9.79,0,0,0,0,1,1,0,1,24.77,27.25,8.57,2.38
63.71,3,0.152,0.152,0.152,0,0,4,0,0,0,1,0,1,0,0,9.75,0,0,1,1,1,0,0,0,57.32,43.29,5.78,1.59
65.8,3,0.046,0.046,0.023,0,1,5,0,0,0,1,0,1,0,1,16.08,0,1,0,0,0,0,0,0,35.52,47.92,7.02,2.38
57.88,1,0.069,0.069,0.035,0,0,3,1,0,0,0,0,0,1,0,10.38,0,0,0,0,1,1,1,0,30.12,31.16,7.02,2.38
58.18,3,0.106,0.106,0.053,0,0,3,0,1,0,1,0,0,0,0,15.12,0,0,0,0,0,0,0,1,31.53,23.11,7,2.38
89.13,5,0.357,0.357,0.179,0,0,4,1,1,0,0,0,0,1,0,9.06,0,0,0,0,0,0,0,0,50.43,43.71,7.06,2.38
66.84,1,0.022,0.022,0.022,0,1,4,0,0,0,0,0,1,0,1,14.38,1,0,0,1,0,0,0,1,23.66,23.66,5.93,1.59
92.99,2,0.059,0.059,0.03,0,1,3,0,1,0,1,0,0,0,0,10.01,0,0,0,0,0,0,0,0,20.26,28.67,8.99,2.38
89.13,6,0.028,0.028,0.028,0,1,4,0,1,0,0,0,0,0,1,12.46,0,1,1,0,1,0,0,1,27.35,33.35,8.47,1.59
63.44,4,0.048,0.048,0.024,0,2,5,0,1,0,1,0,1,0,0,15.75,1,0,0,0,0,0,0,0,31.16,45.99,7.29,2.38
75.85,2,0.065,0.065,0.033,0,0,3,0,0,0,0,0,1,0,1,9.54,1,0,0,1,1,1,1,1,60.38,32.33,6.99,2.38
74.95,4,0.19,0.19,0.19,0,0,4,0,0,0,0,0,1,0,1,11.23,0,1,0,0,0,1,0,0,32.77,23.47,5.9,1.59
74.55,5,0.298,0.298,0.298,0,0,4,0,0,0,1,0,1,0,0,8.53,0,1,0,0,0,0,0,0,43.82,44.69,5.92,1.59
60.7,6,0.096,0.096,0.096,0,0,4,1,0,0,0,0,0,1,0,11.77,0,0,1,1,0,0,1,0,37.61,35.76,5.83,1.59
65.27,5,0.18,0.18,0.09,0,0,3,0,1,0,0,0,0,0,1,13.48,1,1,1,0,1,0,1,0,43.26,35.6,7.11,2.38
63.38,4,0.158,0.158,0.079,1,2,4,0,0,0,0,1,0,1,0,8.75,1,0,0,0,0,0,1,0,25.06,16.7,12.13,2.38
51.21,1,0.237,0.237,0.119,0,0,3,0,0,1,0,1,0,0,0,11.41,1,1,1,1,1,0,1,1,47.96,27.32,7.1,2.38
50.4,2,0.067,0.067,0.033,0,1,4,0,0,0,0,1,1,1,0,9.66,0,0,0,0,1,1,0,0,41.79,32.73,7.2,2.38
88.04,5,0.083,0.083,0.041,0,1,4,1,0,0,1,0,0,0,0,8.84,0,0,0,0,0,0,0,0,43.83,47.98,9.49,2.38
51,3,0.037,0.037,0.019,0,1,4,0,0,1,0,1,1,0,0,12.79,1,0,0,0,0,1,0,1,24.08,33.79,7.34,2.38
79.22,1,0.09,0.09,0.09,1,2,7,0,1,0,1,0,1,0,0,14.03,0,0,1,0,0,0,0,1,32.12,43.43,8.45,1.59
93.41,1,0.076,0.076,0.038,0,2,3,0,1,0,0,0,0,0,1,8.94,1,0,0,0,0,1,1,1,35.18,38.24,7.01,2.38
103.41,2,0.067,0.067,0.033,0,1,3,0,0,0,0,1,0,1,0,9.94,0,0,0,0,0,0,0,0,30.8,38.79,8.15,2.38
150.5,1,0.171,0.171,0.085,0,0,4,0,0,0,1,0,1,0,0,10.06,0,0,0,0,0,0,0,0,15.94,33.62,13.18,2.38
93.3,4,0.049,0.049,0.025,0,0,5,0,1,0,0,0,1,0,1,15.54,0,0,0,0,0,0,0,0,33.35,37.9,7.57,2.38
95.96,6,0.333,0.333,0.167,0,0,3,0,0,0,0,0,1,0,1,9.39,0,0,0,0,0,0,0,0,66.33,60.17,6.99,2.38
112.07,2,0.216,0.216,0.108,0,0,3,0,1,0,1,0,0,0,0,11.79,0,0,0,0,0,1,0,0,16.2,28.83,9.56,2.38
93.76,2,0.111,0.111,0.056,0,0,3,1,0,0,0,0,0,1,0,12.79,1,1,0,0,1,0,0,0,19.14,23.05,7.23,2.38
66.4,6,0.268,0.268,0.134,0,0,4,1,0,0,0,0,0,1,0,10.45,1,0,0,0,0,0,0,1,48.41,34.42,7.47,2.38
103.41,5,0.119,0.119,0.119,0,0,7,0,1,0,0,0,1,0,1,15.33,1,0,0,0,0,0,1,1,55.82,49.77,5.85,1.59
95.35,3,0.043,0.043,0.021,0,1,6,1,1,0,0,0,1,0,1,16.85,0,0,0,0,0,0,0,0,29.98,38.73,8.69,2.38
52.24,4,0.258,0.258,0.129,0,0,3,0,0,0,0,0,1,0,1,10.62,0,0,0,1,0,0,0,1,32.11,26.93,7.12,2.38
123.16,5,0.052,0.052,0.052,0,1,4,0,1,0,0,0,0,0,1,9.43,0,0,0,0,0,0,0,0,36.5,41.89,5.91,1.59
93.08,5,0.175,0.175,0.175,0,0,4,0,1,0,0,0,0,0,1,8.6,1,1,1,1,1,0,0,0,46.5,41.86,5.83,1.59
73.15,5,0.21,0.21,0.105,0,0,3,0,1,0,0,0,0,0,1,11.96,0,0,0,0,0,0,0,0,36.26,35.78,7.27,2.38
50.64,3,0.155,0.155,0.155,0,0,4,0,0,0,1,0,1,0,0,10.01,0,0,0,0,0,1,0,0,52.74,57.73,5.89,1.59
61.67,2,0.048,0.048,0.048,0,0,4,0,0,0,0,0,1,0,1,9.84,0,0,0,0,0,0,0,0,21.26,29.13,8.94,1.59
104.09,5,0.035,0.035,0.035,0,1,4,0,0,1,0,1,0,0,0,11.28,0,0,0,1,1,1,1,0,34.74,32.08,6.84,1.59
58.13,3,0.383,0.383,0.192,0,0,3,0,1,0,1,0,0,0,0,8.85,0,0,0,0,0,0,0,0,22.96,38.68,7.58,2.38
61.5,3,0.27,0.27,0.135,0,0,4,1,1,0,1,0,0,0,0,10.35,0,0,0,0,0,0,0,0,22.57,31.46,8.78,2.38
63.14,1,0.06,0.06,0.06,1,2,4,0,0,1,0,1,0,0,0,12.12,0,0,1,1,1,1,0,0,30.06,22.57,6.22,1.59
83.49,5,0.16,0.16,0.08,0,0,4,0,0,0,0,1,1,1,0,11.04,0,1,1,0,0,0,0,0,57.37,42.67,7.83,2.38
87.43,6,0.213,0.213,0.106,0,0,3,0,0,0,0,1,0,1,0,11.77,0,1,1,1,1,0,1,0,59.22,35.92,7.02,2.38
50.3,4,0.129,0.129,0.129,0,0,4,0,1,0,1,0,0,0,0,10.08,0,0,0,0,0,0,0,0,18.87,30.78,9.5,1.59
83.27,2,0.049,0.049,0.049,0,1,4,0,0,0,0,0,1,0,1,9.59,0,0,0,1,0,0,0,0,27.47,29.09,6.77,1.59
184.48,2,0.239,0.239,0.12,0,0,4,1,1,0,1,0,0,0,0,9.31,1,1,1,0,0,0,0,0,33.86,39.97,7.26,2.38
84.12,6,0.037,0.037,0.037,0,1,4,0,0,0,0,1,0,1,0,10.87,0,1,1,0,0,0,1,1,52.8,37.82,5.83,1.59
114.54,3,0.039,0.039,0.039,0,0,4,0,0,1,0,1,0,0,0,10.7,0,0,1,1,1,0,1,0,46.4,43.06,5.85,1.59
112.35,1,0.293,0.293,0.293,0,0,4,0,0,0,0,1,0,1,0,9.66,0,0,1,0,0,0,1,0,51.42,30.11,5.96,1.59
91.27,3,0.08,0.08,0.04,0,0,3,0,0,0,1,0,1,0,0,14.78,1,0,0,0,0,1,0,0,17.77,19.04,8.93,2.38
89.13,1,0.211,0.211,0.105,0,0,5,0,1,0,0,0,1,0,1,13.22,0,0,0,0,0,0,0,0,36.65,41.99,7.01,2.38
54.8,4,0.073,0.073,0.036,0,1,3,0,1,0,0,0,0,0,1,9.68,0,1,1,0,0,0,0,0,35.87,36.85,7.13,2.38
52.85,5,0.209,0.209,0.209,0,0,7,0,1,0,0,0,1,0,1,16.82,0,0,0,0,0,0,1,1,55.83,56.4,5.85,1.59
92.55,2,0.311,0.311,0.155,0,0,3,0,0,0,1,0,1,0,0,10.26,0,0,0,0,0,0,0,0,24.33,28.68,10.42,2.38
136.64,5,0.167,0.167,0.083,0,0,4,0,0,0,0,0,1,0,1,10.41,1,0,0,0,0,1,0,0,30.26,29.35,10.02,2.38
50.87,1,0.268,0.268,0.134,0,0,3,0,0,0,0,1,0,1,0,10.45,1,0,0,0,0,0,0,0,28.58,25.21,8.71,2.38
119.19,6,0.384,0.384,0.192,0,0,3,0,0,0,1,0,1,0,0,8.82,0,0,0,0,0,0,0,0,78.48,62.29,6.98,2.38
123.16,3,0.052,0.052,0.052,0,1,4,0,1,0,0,0,0,0,1,9.43,0,0,0,0,0,0,0,0,20.78,33.38,5.98,1.59
86.57,3,0.347,0.347,0.174,0,0,5,1,0,1,0,1,0,0,0,12.88,0,0,0,1,0,0,1,0,38.54,37.96,7.79,2.38
48.63,6,0.19,0.19,0.095,0,0,4,1,0,1,0,0,0,0,1,9.6,0,0,0,0,0,0,0,0,44.83,44.56,7.09,2.38
103.32,4,0.063,0.063,0.032,0,1,3,0,0,0,1,0,1,0,0,9.79,0,1,1,1,1,0,0,0,52.07,56.88,6.84,2.38
110.9,3,0.046,0.046,0.046,0,1,4,0,1,0,0,0,0,0,1,9.84,1,1,0,0,0,0,0,0,17.18,31.99,8.42,1.59
58.13,4,0.064,0.064,0.032,0,2,4,0,0,0,1,0,1,0,0,9.62,0,0,1,1,0,0,0,0,45.36,40.91,8.45,2.38
67.02,6,0.393,0.393,0.197,0,0,4,0,0,0,1,0,1,0,0,9.05,1,0,0,0,0,0,0,1,66.31,51.6,8.63,2.38
131.37,1,0.19,0.19,0.095,0,0,3,0,0,0,1,0,1,0,0,9.69,1,0,0,0,0,0,0,0,21.26,38.67,9.52,2.38
51.53,4,0.375,0.375,0.187,0,0,4,0,1,0,1,0,0,0,0,8.82,0,0,0,0,1,0,0,0,24.61,26.29,11.38,2.38
121.52,6,0.156,0.156,0.078,0,0,3,0,1,0,0,0,0,0,1,13.72,0,0,0,0,1,1,0,1,42.08,28.06,7.09,2.38
107.84,1,0.165,0.165,0.165,0,0,4,0,0,0,1,0,1,0,0,8.89,0,0,0,1,0,0,0,0,12.72,33.75,9.78,1.59
69.73,2,0.061,0.061,0.031,0,1,3,0,0,0,0,1,0,1,0,9.87,1,1,0,0,1,0,0,1,47.23,49.31,6.97,2.38
160.44,4,0.11,0.11,0.055,1,2,4,0,0,0,0,1,0,1,1,10.48,0,0,1,1,1,1,1,1,48.58,61.08,7.06,2.38
69.99,3,0.061,0.061,0.061,0,1,4,1,0,0,0,0,0,1,0,8.65,0,0,1,1,1,0,0,0,20.18,34.8,6.1,1.59
93.41,1,0.212,0.212,0.212,0,0,4,0,1,0,1,0,0,0,0,10.21,1,0,0,0,0,0,1,1,23.15,24.33,5.99,1.59
83.57,3,0.051,0.051,0.026,0,2,6,0,1,1,0,1,1,0,0,17,1,0,0,0,0,0,0,1,26.29,47.02,8.56,2.38
127.95,1,0.126,0.126,0.063,0,0,6,1,0,1,1,0,1,0,0,16.72,0,1,0,0,0,0,0,0,37.07,33.79,7.21,2.38
61.68,6,0.04,0.04,0.04,0,0,7,0,1,0,0,0,1,0,1,14.7,0,0,0,0,0,0,0,1,55.11,52.5,5.82,1.59
77.88,4,0.066,0.066,0.033,0,1,4,0,0,0,0,0,1,0,1,9.72,0,0,0,0,0,1,0,0,27.95,28.75,9.4,2.38
57.57,2,0.165,0.165,0.082,1,2,3,0,0,0,0,0,1,0,1,8.62,0,0,0,0,0,0,0,0,22.22,27.04,9.23,2.38
54.14,3,0.062,0.062,0.031,0,2,3,0,1,0,0,0,0,0,1,9.88,0,0,0,1,0,0,0,0,18.26,36.14,8.59,2.38
79.85,2,0.027,0.027,0.013,0,1,4,0,0,0,0,0,1,0,1,14.74,1,1,0,0,0,0,0,0,17.03,25.95,12.03,2.38
93.41,5,0.062,0.062,0.031,0,1,4,0,0,0,1,0,1,0,0,9.81,0,0,0,0,0,0,0,0,36.87,36.18,9.96,2.38
112.06,2,0.063,0.063,0.031,0,1,4,0,0,0,0,0,1,0,1,9.69,0,0,0,0,0,0,0,0,14.92,37.19,11.73,2.38
72.65,1,0.024,0.024,0.024,0,1,4,0,0,0,0,1,0,1,0,13.35,1,0,1,1,1,0,0,0,16.47,24.38,9.34,1.59
93.33,4,0.23,0.23,0.115,0,0,4,0,0,1,1,0,1,0,0,8.87,0,0,0,1,0,0,0,0,50.28,47.61,7.36,2.38
96.46,5,0.044,0.044,0.022,0,2,3,1,0,1,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,23.33,27.97,7.34,2.38
73.13,6,0.065,0.065,0.032,0,0,4,0,1,0,0,0,0,0,1,10.37,0,0,0,0,0,0,0,0,48.59,43.71,7.04,2.38
47.32,4,0.063,0.063,0.032,0,2,3,0,1,0,0,0,0,0,1,9.78,0,0,1,0,0,0,0,0,25.24,29.86,7.11,2.38
71.03,6,0.076,0.076,0.038,0,1,4,1,0,1,0,0,0,0,1,8.8,0,0,0,0,0,0,0,0,39.43,50.49,6.9,2.38
55.98,5,0.06,0.06,0.03,0,1,4,0,0,0,1,0,1,0,0,9.84,0,0,1,1,1,0,0,1,49.98,40.6,7.82,2.38
60.88,3,0.031,0.031,0.015,0,1,3,1,0,0,0,0,0,1,0,13.72,1,0,0,1,0,1,1,1,30.94,25.8,7.02,2.38
52.14,2,0.298,0.298,0.149,0,0,4,1,0,0,0,0,1,1,0,9.84,0,0,1,1,1,0,0,1,24.32,31.6,7.42,2.38
119.19,5,0.026,0.026,0.026,0,0,4,0,0,0,0,0,1,0,1,12.85,1,1,0,0,1,1,1,0,38.31,38.04,5.79,1.59
90.5,2,0.115,0.115,0.115,1,2,4,0,0,0,1,0,1,0,0,8.85,0,0,0,0,0,0,0,0,10.76,18.59,9.87,1.59
81.28,5,0.035,0.035,0.017,0,0,3,0,0,0,1,0,1,0,0,12.85,1,1,0,0,1,1,1,0,46.15,40.98,7.01,2.38
76.73,3,0.025,0.025,0.013,0,2,3,0,1,0,1,0,0,0,0,15.22,1,0,0,0,0,1,1,1,13.83,21.19,10.26,2.38
85.19,1,0.115,0.115,0.115,0,0,4,0,0,1,0,1,0,0,0,11.29,0,0,0,0,0,0,0,0,16.22,28.97,9.48,1.59
61.05,2,0.048,0.048,0.048,1,2,4,0,0,0,1,0,1,0,0,13.44,1,0,0,1,1,0,0,0,17.87,13.74,7.87,1.59
92.79,3,0.225,0.225,0.113,0,0,4,0,0,0,0,0,1,0,1,8.84,0,0,0,0,0,0,0,0,37.04,36.82,11.22,2.38
77.71,5,0.314,0.314,0.157,0,0,4,0,0,0,0,0,1,0,1,9.69,0,0,0,0,0,0,0,0,32.37,28.69,10.27,2.38
75.45,3,0.209,0.209,0.209,0,0,7,0,0,1,0,1,0,1,0,12.1,0,0,0,0,0,0,0,1,19.86,58.44,7.48,1.59
100.48,1,0.056,0.056,0.028,1,2,3,0,1,0,1,0,0,0,0,15.84,0,0,0,0,1,0,1,1,24.25,15,7.66,2.38
96.16,4,0.047,0.047,0.047,0,2,4,0,0,0,0,0,1,0,1,9.69,0,0,0,1,0,0,0,0,23.31,33.39,6.23,1.59
56.44,3,0.038,0.038,0.019,0,2,4,0,0,0,0,1,0,1,0,12.29,0,1,0,1,0,0,0,0,31.26,21.75,9.13,2.38
78.03,4,0.033,0.033,0.016,0,1,4,1,0,0,0,0,0,1,0,13.6,1,0,0,1,1,0,0,0,19.04,26.01,12.55,2.38
84.38,1,0.032,0.032,0.032,0,0,4,0,0,0,0,0,1,0,1,11.62,1,1,1,1,0,0,0,1,28.98,25.59,5.89,1.59
50.87,5,0.053,0.053,0.026,0,0,3,0,0,0,1,0,1,0,0,10.61,0,1,0,0,0,0,0,0,44.46,39.33,7.63,2.38
63.83,4,0.041,0.041,0.02,0,2,4,1,1,0,1,0,0,0,0,12.12,0,0,0,0,0,0,0,0,20,30.68,9.23,2.38
72.21,3,0.02,0.02,0.02,0,0,4,0,1,0,1,0,0,0,0,14.78,0,0,0,0,0,1,0,0,16.5,13.91,8.16,1.59
72.62,2,0.398,0.398,0.199,0,0,4,0,1,0,0,0,0,0,1,8.53,0,0,0,0,0,0,0,0,29.02,26.25,11.97,2.38
155.43,2,0.078,0.078,0.039,0,2,4,0,1,0,0,0,0,1,1,9.14,0,0,1,1,1,0,0,0,25.66,38.8,11.74,2.38
96.76,2,0.357,0.357,0.179,0,0,4,0,0,0,0,0,1,0,1,8.98,1,0,0,0,0,0,1,1,31.22,32.09,7.87,2.38
87.16,6,0.039,0.039,0.039,1,2,4,1,0,0,0,0,0,1,0,14.96,1,1,0,0,0,0,0,0,27.05,21.2,5.88,1.59
96.92,1,0.347,0.347,0.174,0,0,5,1,0,1,0,1,0,0,0,12.88,0,0,0,1,0,0,1,0,35.88,33.22,9.02,2.38
124.73,2,0.294,0.294,0.147,0,0,4,0,1,0,0,0,0,1,1,10.03,0,0,0,1,0,0,0,0,19.68,31.83,10.57,2.38
83.58,3,0.055,0.055,0.027,0,1,5,0,1,0,0,0,1,0,1,14.52,0,0,0,0,0,0,0,1,23.34,48.2,8.2,2.38
57.9,4,0.195,0.195,0.097,0,0,4,0,1,0,0,0,0,0,1,9.42,0,0,0,1,1,0,0,0,22.34,32.57,11.25,2.38
70.22,5,0.035,0.035,0.035,0,0,4,0,1,0,0,0,0,0,1,11.24,0,0,0,0,0,0,0,0,29.94,36.59,5.96,1.59
60.11,5,0.057,0.057,0.028,0,1,4,0,0,1,0,1,1,0,0,10.21,1,0,0,0,0,0,1,1,56.16,52.64,7.04,2.38
86.05,1,0.114,0.114,0.057,0,0,3,1,0,0,0,0,0,1,0,12.69,0,0,0,0,1,0,0,0,15.35,26.18,10.04,2.38
87.85,3,0.038,0.038,0.019,0,2,3,0,0,0,0,0,1,0,1,12.51,1,0,0,0,0,1,1,1,41.6,27.46,7.05,2.38
54.55,5,0.035,0.035,0.035,0,1,4,0,0,0,1,0,1,0,0,11.62,0,0,0,0,0,0,0,1,56.64,50.88,5.88,1.59
98.84,2,0.034,0.034,0.034,0,2,7,0,0,1,0,1,0,1,0,17.7,0,0,0,1,1,0,0,0,34.99,47.57,6.58,1.59
104.8,1,0.064,0.064,0.032,0,0,3,0,1,0,1,0,0,0,0,9.7,1,0,0,0,0,0,1,1,19.93,36.23,9.47,2.38
61.68,3,0.165,0.165,0.082,1,2,4,0,0,1,0,0,0,0,1,8.62,0,0,0,0,0,0,0,0,21.2,29.14,9.1,2.38
152.41,2,0.151,0.151,0.076,0,0,4,0,0,1,1,0,1,0,0,10.79,0,0,0,0,1,0,0,0,41.48,33.15,7.34,2.38
150.7,2,0.285,0.285,0.142,0,0,3,0,1,0,1,0,0,0,0,10.06,0,0,0,1,0,0,0,0,23.11,25.39,7.26,2.38
88.04,5,0.133,0.133,0.067,0,0,3,0,1,0,1,0,0,0,0,14.78,1,0,0,0,0,0,0,0,38.11,33.83,7.23,2.38
55.3,3,0.243,0.243,0.122,0,0,4,1,0,1,1,0,0,0,0,8.53,1,0,0,0,0,0,0,0,32.21,42.55,7.48,2.38
80.01,2,0.053,0.053,0.053,0,0,4,0,0,0,1,0,1,0,0,9.02,0,0,0,1,1,0,0,0,40.64,40.28,6.7,1.59
103.32,1,0.256,0.256,0.128,0,0,4,1,0,1,0,0,0,0,0,11.29,1,0,0,0,1,0,0,1,17.99,28.33,12.76,2.38
115.89,3,0.116,0.116,0.116,0,0,4,1,0,1,0,0,0,0,0,10.58,0,0,0,0,0,0,0,1,14.73,27.15,8.73,1.59
76.42,5,0.186,0.186,0.186,0,0,4,0,0,0,1,0,1,0,0,8.62,0,0,0,0,0,0,0,0,36.43,48.19,7.17,1.59
57.57,5,0.057,0.057,0.057,0,0,4,0,1,0,0,0,0,0,1,9.34,1,0,0,0,0,0,1,1,37.24,44.9,8.27,1.59
84.38,2,0.042,0.042,0.042,0,0,4,1,0,1,0,0,0,0,0,10.2,0,1,0,0,1,0,0,1,20.09,29.33,9.33,1.59
75.04,2,0.109,0.109,0.109,0,0,4,0,1,0,1,0,0,0,0,14.15,1,0,0,0,0,0,0,0,10.12,21.97,9.43,1.59
58.89,2,0.139,0.139,0.069,0,0,4,0,0,1,1,0,1,0,0,11.18,0,0,0,0,0,0,0,0,27.26,29.49,9.03,2.38
67.28,5,0.064,0.064,0.032,0,0,3,1,0,0,0,0,0,1,0,9.49,0,0,1,0,0,1,1,1,41.42,26.81,7.01,2.38
55.3,3,0.045,0.045,0.023,0,1,3,0,1,0,0,0,0,0,1,11.48,0,0,0,0,0,0,0,0,19.59,25.68,8.44,2.38
158.24,2,0.034,0.034,0.017,0,1,3,1,0,1,0,0,0,0,0,13.02,1,1,0,1,0,1,0,0,27.16,26.25,7.14,2.38
89.08,6,0.031,0.031,0.031,0,0,4,0,0,0,1,0,1,0,0,11.92,0,0,0,1,0,0,1,0,36.07,47.96,6.71,1.59
52.17,5,0.079,0.079,0.039,0,2,3,0,0,0,1,0,1,0,0,8.61,0,0,0,0,0,0,0,0,40.84,47.9,7.04,2.38
65.25,4,0.162,0.162,0.081,0,0,3,1,0,0,0,0,0,1,0,13.35,0,0,1,1,1,0,0,0,21.15,24.64,7.39,2.38
152.41,6,0.077,0.077,0.039,0,2,3,0,0,0,0,0,1,0,1,9.3,1,1,0,0,1,1,1,0,78.95,52.11,6.99,2.38
77.71,1,0.12,0.12,0.12,0,0,4,0,0,0,1,0,1,0,0,13.44,1,0,0,1,1,0,0,0,19.8,15.03,7.84,1.59
92.2,3,0.073,0.073,0.036,0,0,3,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,32.96,49.2,7.19,2.38
107.84,5,0.049,0.049,0.024,0,0,3,0,1,0,1,0,0,0,0,10.9,0,0,0,0,1,1,0,0,39.53,38.75,7.41,2.38
67.4,6,0.224,0.224,0.112,0,0,4,0,0,0,1,0,1,0,0,11.33,0,1,0,0,0,0,0,0,44.49,36.31,7.55,2.38
54.61,4,0.221,0.221,0.221,0,0,4,0,1,0,1,0,0,0,0,10.01,0,1,0,0,0,0,0,0,21.2,22.97,7.58,1.59
82.36,2,0.029,0.029,0.029,0,2,4,1,0,0,0,0,0,1,0,12.68,0,1,0,0,0,0,0,0,15.43,26.01,6.2,1.59
131.37,3,0.055,0.055,0.055,0,2,4,0,0,0,1,0,1,0,0,9.09,1,0,0,0,0,0,0,1,25.87,34.48,8.01,1.59
86.26,1,0.035,0.035,0.035,0,1,4,0,0,0,0,0,1,0,1,11.13,0,0,0,1,0,0,0,0,23.84,25.09,6.65,1.59
51.63,4,0.05,0.05,0.025,0,2,4,0,0,0,1,0,1,0,0,10.75,1,0,0,0,0,0,0,1,27.09,25.63,11.25,2.38
81.51,4,0.03,0.03,0.015,0,1,3,1,0,0,0,0,0,1,0,13.87,0,0,0,1,1,0,0,0,14.31,21.89,7.96,2.38
94.04,2,0.177,0.177,0.088,0,0,3,0,1,0,0,0,0,0,1,15.12,1,0,0,0,0,0,1,1,27.69,28.78,7.24,2.38
102,4,0.042,0.042,0.042,0,0,4,0,0,0,0,1,0,1,0,10.24,0,0,0,0,0,0,1,0,38.35,38.28,5.9,1.59
97.98,2,0.151,0.151,0.075,0,0,6,0,1,1,0,0,0,1,1,16.12,0,0,1,1,0,0,0,0,31.09,34.1,7.58,2.38
93.31,3,0.192,0.192,0.096,0,0,4,0,0,0,0,0,1,0,1,9.84,0,0,0,0,0,1,0,0,27.48,25.94,10.59,2.38
86.6,3,0.195,0.195,0.098,0,0,3,0,0,1,0,1,0,0,0,9.63,0,0,0,0,1,0,0,0,27.4,35.52,8.51,2.38
105.15,4,0.129,0.129,0.129,0,0,4,0,1,0,0,0,0,0,1,14.94,0,0,0,1,0,0,1,1,20.87,27.81,6,1.59
62.5,1,0.146,0.146,0.146,0,0,4,0,1,0,1,0,0,0,0,9.42,0,0,1,1,1,0,0,0,34.2,20.45,6.71,1.59
76.42,3,0.041,0.041,0.021,0,1,4,0,0,1,1,1,0,0,0,11.95,0,0,0,0,1,1,1,0,45.2,31.73,7.19,2.38
91.61,5,0.362,0.362,0.181,0,0,4,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,43.71,38.94,10.23,2.38
91.27,1,0.069,0.069,0.035,0,2,3,0,1,0,1,0,0,0,0,9.34,0,0,0,0,0,0,0,0,22.05,31.62,7.92,2.38
74.7,4,0.328,0.328,0.328,0,0,7,0,1,0,1,0,1,0,0,11.69,0,1,0,0,0,0,0,0,40.18,65.33,7.49,1.59
61.47,3,0.095,0.095,0.047,0,0,4,0,0,0,1,0,0,1,1,13.64,1,0,1,0,0,0,0,1,30.8,25.09,8.24,2.38
76.46,1,0.117,0.117,0.117,0,0,4,1,0,0,0,0,0,1,0,13.65,0,0,0,1,1,1,0,0,13.45,21.53,6.78,1.59
128.3,1,0.047,0.047,0.023,0,2,4,1,0,1,0,0,0,0,1,11.27,0,0,0,0,0,0,0,0,15.91,31.04,10.35,2.38
88.04,5,0.078,0.078,0.039,0,2,4,0,0,0,0,0,1,0,1,8.65,0,0,0,0,0,1,0,1,47.88,40.77,9.4,2.38
95.68,2,0.193,0.193,0.097,0,0,4,0,0,0,0,1,1,0,1,12.29,0,0,0,0,0,0,0,0,19.2,27.4,10.71,2.38
79.34,3,0.134,0.134,0.067,0,0,3,1,0,1,0,0,0,0,0,11.36,0,0,1,0,0,0,0,0,30.75,26.55,7.12,2.38
79.08,1,0.026,0.026,0.026,0,1,4,0,0,0,0,0,1,0,1,14.94,1,0,0,0,0,0,0,1,31.17,26.63,5.95,1.59
97.85,4,0.048,0.048,0.024,0,0,4,0,1,0,1,0,0,0,0,11.2,1,1,1,1,0,0,1,1,40.31,29.45,8.81,2.38
72.89,3,0.143,0.143,0.143,0,0,4,1,0,0,0,0,0,1,0,12.29,0,1,0,0,0,0,1,0,26.81,25.34,5.92,1.59
75.85,6,0.122,0.122,0.061,1,2,6,0,1,1,0,1,1,0,0,14.27,1,0,0,0,0,0,1,1,59.43,96.75,6.9,2.38
65.27,1,0.036,0.036,0.018,0,1,3,0,0,0,1,0,1,0,0,12.82,0,0,0,0,0,0,0,0,18.77,28.99,10.61,2.38
79.6,5,0.053,0.053,0.027,0,0,4,0,0,0,0,0,1,0,1,10.46,0,0,0,0,0,0,0,1,41.93,40.09,11.42,2.38
