Floor Area,Floor Number,#ofPeople,Construction_recorded,schedule_recorded,Window Count,w_north,w_east,w_south,w_west,total_window_area,o_north,o_north-east,o_east,o_south-east,o_south,o_south-west,o_west,o_north-west,Building Type,Heating,Lighting,Equipment
103.197413,1,0.048451,0,0,2,1,0,0,1,15.57,0,0,0,0,0,0,0,0,1,65.56,16.89,5.76
74.928298,0,0.026692,1,3,2,1,1,0,0,13.18,0,0,0,0,0,0,0,0,0,30.05,17.65,5.76
143.194705,0,0.013967,1,3,2,1,1,0,0,18.15,0,1,1,1,0,0,0,0,0,23.02,16.56,5.76
80.584675,2,0.012409,0,2,2,0,1,1,0,14.34,0,0,0,0,0,0,0,0,1,108.46,15.61,5.76
69.390728,0,0.028822,1,3,2,1,1,0,0,13.12,0,0,0,1,1,1,0,0,0,30.25,17.87,5.76
79.739818,1,0.037622,0,0,2,0,1,1,0,13.97,1,0,0,0,0,1,0,0,1,71.15,17.49,5.76
98.098641,2,0.030581,0,0,2,0,1,1,0,15.41,0,0,1,1,0,1,0,0,1,66.06,15.55,5.76
97.499661,2,0.010256,0,2,2,0,0,1,1,15.4,1,0,0,0,1,0,1,0,1,100.99,15.53,5.76
85.439433,0,0.058521,0,3,2,1,1,0,0,14.85,0,0,0,0,0,0,0,0,0,52.29,17.34,5.76
102.364097,1,0.029307,0,0,2,1,0,0,1,15.6,1,0,0,0,0,0,1,0,1,69.07,17.08,5.76
82.549855,1,0.060569,0,0,2,0,0,1,1,14.57,0,0,0,1,0,1,1,1,1,64.89,15.44,5.76
153.99493,0,0.019481,0,3,2,0,0,1,1,18.8,1,1,0,0,1,0,0,1,0,41.04,17.25,5.76
80.015233,0,0.012498,0,3,2,0,0,1,1,14.05,0,0,0,0,0,0,0,1,0,58.65,17.4,5.76
106.857258,2,0.009358,0,2,2,1,1,0,0,15.69,0,0,0,0,1,0,1,0,1,100.5,15.82,5.76
68.859566,0,0.043567,0,3,2,1,0,0,1,13.27,0,0,0,0,0,0,0,0,0,63.33,17.14,5.76
77.004954,0,0.038959,0,3,2,0,1,1,0,14.06,0,0,0,0,0,0,0,0,0,52.52,16.68,5.76
97.98155,1,0.020412,0,1,2,0,0,1,1,15.24,1,0,0,0,0,0,1,0,1,101.61,17,5.76
85.879034,1,0.011644,0,2,2,1,0,0,1,14.12,1,0,0,0,0,0,0,0,1,103.06,16.83,5.76
69.125579,1,0.014466,0,1,2,0,0,1,1,13.6,1,0,1,0,0,0,0,0,1,122.41,16.67,5.76
80.34634,1,0.037338,0,0,2,0,1,1,0,13.73,0,0,1,0,0,0,0,0,1,69.01,16.41,5.76
109.842378,1,0.027312,0,0,2,1,0,0,1,15.88,1,0,0,0,0,0,0,0,1,67.66,16.25,5.76
105.074978,1,0.009517,0,2,2,1,1,0,0,15.42,0,0,0,0,0,0,1,0,1,103.36,17.91,5.76
104.751695,1,0.028639,0,0,2,1,1,0,0,15.47,1,0,0,0,0,1,1,1,1,69.99,16.51,5.76
73.257161,2,0.013651,0,2,3,1,0,1,1,18.32,0,0,1,0,0,0,1,0,1,130.63,15.5,5.76
77.640188,2,0.03864,0,0,2,1,1,0,0,14.32,0,0,0,1,0,0,0,0,1,79.57,15.62,5.76
117.27499,0,0.017054,0,3,2,0,0,1,1,16.64,0,0,0,0,0,1,1,1,0,50.88,16.19,5.76
106.93259,0,0.018703,1,3,3,1,0,1,1,22.45,0,0,1,0,1,0,0,0,0,30.86,18.02,5.76
115.950946,1,0.025873,0,0,3,1,1,0,1,23.66,0,0,0,0,0,0,0,0,1,76.96,17.45,5.76
71.455741,2,0.069973,0,0,2,1,0,0,1,12.8,1,0,0,0,0,0,0,0,1,71.16,15.65,5.76
80.275171,2,0.012457,0,1,3,1,1,1,0,19.2,0,0,0,1,1,1,0,0,1,110.18,15.69,5.76
66.161574,0,0.030229,1,3,2,0,0,1,1,13.06,1,0,0,0,0,1,0,1,0,33.54,17.28,5.76
108.565792,2,0.018422,1,0,2,0,0,1,1,15.84,0,0,1,0,1,1,0,0,1,42.48,15.68,5.76
93.122557,0,0.021477,0,3,3,1,0,1,1,20.5,0,0,0,0,0,0,0,0,0,62.83,18.16,5.76
73.489464,0,0.013607,0,3,2,0,1,1,0,12.99,0,0,0,1,1,1,0,0,0,49.36,15.94,5.76
111.902337,0,0.044682,0,3,3,1,1,1,0,22.52,0,0,0,0,0,0,0,0,0,54.04,17.2,5.76
101.573167,1,0.029535,0,2,2,0,0,1,1,16.66,1,0,0,0,0,1,1,1,1,103.35,16.13,5.76
89.127113,1,0.03366,0,0,2,1,0,0,1,14.8,1,0,1,0,0,0,0,0,1,77.02,17.35,5.76
195.916128,0,0.015313,0,3,2,0,1,1,0,21.52,1,0,0,0,1,0,1,0,0,43.87,18.33,5.76
113.696069,2,0.026386,0,0,2,1,0,0,1,16.15,0,0,0,0,1,0,1,0,1,67.52,15.85,5.76
120.081315,0,0.024983,0,3,3,1,1,1,0,25.68,0,0,1,0,0,0,0,0,0,52,16.98,5.76
97.291805,2,0.010278,0,2,2,0,0,1,1,15.2,0,0,0,0,1,0,0,0,1,98.39,15.63,5.76
78.574808,2,0.025453,1,0,2,0,0,1,1,14.34,0,0,0,0,1,0,0,0,1,49.88,15.58,5.76
115.846149,2,0.025896,0,0,3,1,0,1,1,22.92,0,1,1,0,0,0,0,0,1,70.36,15.59,5.76
68.678574,1,0.072803,0,0,2,1,0,0,1,13.43,0,0,0,0,1,0,1,1,1,74.02,16.62,5.76
76.524802,0,0.039203,0,3,2,0,1,1,0,13.18,0,0,0,0,0,0,0,0,0,61.12,18.46,5.76
95.637877,2,0.031368,0,0,2,1,0,0,1,15.11,1,0,0,0,1,0,0,0,1,71.48,15.68,5.76
90.137501,0,0.011094,0,3,2,0,0,1,1,14.5,0,0,0,0,1,0,0,0,0,62.47,18.29,5.76
81.992443,0,0.060981,0,3,2,1,1,0,0,14.43,0,0,1,0,0,0,0,0,0,51.88,17.08,5.76
102.468989,1,0.029277,0,0,2,1,1,0,0,15.53,0,0,0,0,0,0,0,0,1,70.53,17.77,5.76
87.132864,1,0.011477,0,1,2,1,1,0,0,14.51,0,0,0,0,0,0,0,0,1,99.69,16.08,5.76
77.896748,2,0.038513,0,0,2,1,1,0,0,14.14,1,0,1,0,0,1,0,0,1,79.23,15.51,5.76
89.127113,1,0.03366,0,0,2,0,1,1,0,14.8,0,0,0,0,1,0,0,0,1,71.36,17.18,5.76
104.85894,1,0.019073,0,1,2,1,0,0,1,15.6,1,1,1,0,0,0,0,1,1,95.03,16.48,5.76
55.457059,0,0.018032,0,3,3,1,1,1,0,16.05,0,0,0,0,0,0,0,0,0,72.92,16.99,5.76
90.801196,2,0.033039,0,0,2,0,1,1,0,14.61,0,0,0,0,0,0,0,0,1,72.66,16.39,5.76
76.89951,2,0.013004,0,2,2,0,0,1,1,13.17,0,1,0,0,0,0,0,0,1,106.1,16.08,5.76
72.972421,1,0.041111,0,0,2,1,0,0,1,12.81,0,0,0,1,1,0,1,0,1,76.53,15.76,5.76
85.009872,1,0.03529,0,2,2,1,1,0,0,14.42,0,0,0,0,0,0,0,0,1,100.8,16.72,5.76
98.390185,1,0.010164,0,1,2,1,1,0,0,15.25,0,0,0,0,0,0,0,0,1,94.97,17.22,5.76
72.590157,0,0.041328,0,3,3,0,1,1,1,18.11,1,1,0,0,1,0,0,0,0,58.97,16.27,5.76
77.75854,1,0.01286,0,1,2,0,0,1,1,13.84,0,0,0,0,1,0,1,0,1,100.63,16.83,5.76
97.331332,2,0.030823,0,0,2,1,1,0,0,15.42,0,0,0,0,0,0,0,0,1,73.81,15.68,5.76
86.978825,0,0.034491,0,3,2,0,0,1,1,14.44,1,0,0,0,0,1,0,0,0,58.7,17.68,5.76
96.456931,1,0.010367,0,2,2,0,0,1,1,15.13,0,0,0,0,1,0,0,0,1,107.29,16.71,5.76
68.609331,2,0.072876,0,0,2,1,1,0,0,13.2,0,0,0,0,0,1,0,0,1,76.35,15.6,5.76
66.965988,0,0.044799,0,3,2,0,0,1,1,12.37,0,0,0,0,0,0,1,0,0,65.32,16.88,5.76
90.801196,0,0.033039,0,3,2,0,1,1,0,14.61,0,0,0,0,0,0,0,0,0,59.54,18.28,5.76
97.499661,1,0.010256,0,2,2,0,1,1,0,15.4,0,0,0,0,0,0,1,0,1,98.66,17.59,5.76
102.275751,2,0.009777,0,1,2,0,1,1,0,15.57,0,0,0,0,0,0,1,0,1,92.24,15.76,5.76
111.427212,2,0.026923,0,0,2,0,0,1,1,15.83,1,0,0,0,0,0,0,1,1,64.05,16.01,5.76
101.253055,0,0.009876,0,3,3,1,1,1,0,21.86,0,0,0,0,0,0,1,0,0,62.92,17.35,5.76
67.411843,2,0.074171,0,0,2,1,0,0,1,12.77,1,1,0,0,0,0,1,1,1,75.93,15.51,5.76
83.541176,1,0.03591,0,0,2,0,0,1,1,14.32,1,0,1,1,1,1,0,0,1,70.55,16.38,5.76
91.313734,1,0.032854,0,0,2,0,1,1,0,14.76,0,0,0,1,0,1,0,0,1,76.3,16.67,5.76
85.706512,1,0.058339,0,0,2,1,1,0,0,14.78,0,0,0,0,0,1,0,0,1,71.94,16.68,5.76
130.844771,1,0.007643,0,1,3,1,0,1,1,26.42,0,1,0,0,0,0,0,0,1,101.17,16.75,5.76
68.431744,1,0.043839,0,0,2,0,1,1,0,13.6,0,0,0,0,0,0,0,0,1,87.6,16.61,5.76
115.176135,2,0.026047,0,0,2,1,1,0,0,16.16,0,0,0,0,1,0,0,0,1,68.88,15.88,5.76
86.378518,1,0.023154,1,0,2,0,1,1,0,14.36,0,0,0,0,0,0,1,0,1,55.5,17,5.76
102.468989,2,0.029277,0,0,2,1,0,0,1,15.53,1,0,0,0,0,0,0,0,1,69.99,15.72,5.76
71.455741,1,0.069973,0,0,2,0,1,1,0,12.8,0,0,0,0,0,0,0,0,1,77.42,17.4,5.76
91.323445,0,0.03285,0,3,2,0,0,1,1,14.57,1,0,0,0,0,0,0,0,0,58.13,18.07,5.76
66.859022,1,0.074784,0,0,2,1,1,0,0,12.54,0,0,0,0,0,0,0,0,1,74.55,15.81,5.76
135.29341,1,0.007391,0,2,2,1,0,0,1,17.65,0,0,0,0,0,1,0,0,1,91.19,16.29,5.76
80.836956,0,0.061853,0,3,2,1,1,0,0,13.8,0,0,1,0,0,0,0,0,0,50.89,17.56,5.76
81.575465,0,0.036776,0,3,2,1,1,0,0,14.46,0,0,0,0,0,0,1,0,0,61.26,18.56,5.76
99.399593,2,0.01006,0,2,2,0,0,1,1,15.44,1,0,1,0,0,1,1,1,1,99.89,16.04,5.76
94.751453,0,0.031662,0,3,2,1,0,0,1,15.12,1,0,0,0,0,0,0,0,0,55.99,18.62,5.76
119.505279,1,0.016736,1,0,2,0,0,1,1,17.43,0,0,0,1,1,1,0,0,1,39.59,15.65,5.76
97.499661,2,0.010256,0,1,2,1,1,0,0,15.4,0,0,0,0,0,0,0,0,1,100.14,15.84,5.76
113.696069,1,0.008795,0,2,2,1,0,0,1,16.15,0,0,0,0,1,0,1,0,1,95.91,16.47,5.76
73.489464,1,0.040822,0,0,2,1,1,0,0,12.99,0,0,0,1,1,1,0,0,1,75.74,15.65,5.76
87.760218,2,0.034184,0,0,2,1,1,0,0,14.71,0,0,0,0,0,0,1,0,1,75.61,15.6,5.76
88.868821,1,0.033758,0,0,2,0,1,1,0,14.58,0,0,0,0,1,0,0,0,1,66.25,15.69,5.76
91.196889,1,0.021931,1,0,2,1,0,0,1,14.87,1,0,0,0,0,0,0,0,1,50,17.03,5.76
147.010976,1,0.020407,0,0,2,0,0,1,1,18.35,0,1,1,1,1,1,0,0,1,60.09,16.58,5.76
75.610699,2,0.039677,0,0,2,0,0,1,1,13.54,1,0,0,0,0,0,0,0,1,72.53,15.56,5.76
82.525561,0,0.060587,0,3,2,1,0,0,1,13.69,0,0,0,1,1,0,0,0,0,49.38,18.39,5.76
69.029816,1,0.028973,0,1,2,1,0,0,1,12.53,0,0,0,0,0,0,1,0,1,105.16,16.88,5.76
95.660958,1,0.010454,0,1,2,0,1,1,0,14.95,0,1,0,0,0,0,0,0,1,103.46,16.53,5.76
112.257847,2,0.04454,0,0,2,0,1,1,0,16.06,1,1,0,0,0,0,0,0,1,61.96,15.97,5.76
96.101282,0,0.031217,0,3,2,0,0,1,1,14.94,1,0,0,0,0,0,0,0,0,56.13,18.07,5.76
72.972421,2,0.013704,0,2,2,0,1,1,0,12.81,1,0,0,1,0,0,0,0,1,108.11,15.71,5.76
117.776628,0,0.042453,0,3,2,0,0,1,1,16.54,0,0,0,1,0,0,0,0,0,51.76,19.1,5.76
124.147076,0,0.024165,0,3,3,1,1,1,0,25.96,0,0,1,0,0,0,0,0,0,52.53,17.23,5.76
94.729291,0,0.010556,0,3,2,1,1,0,0,15.17,0,0,1,1,0,0,0,0,0,53.79,17.26,5.76
90.006427,1,0.033331,0,2,3,1,0,1,1,20.21,0,0,1,0,0,0,1,0,1,115.06,17.14,5.76
95.173493,2,0.021014,1,0,2,0,1,1,0,15.03,0,0,0,0,0,0,0,0,1,45.72,15.74,5.76
95.637877,0,0.010456,0,3,2,0,0,1,1,15.11,1,0,0,0,1,0,1,0,0,59.6,18.04,5.76
74.755331,1,0.026754,1,0,2,0,1,1,0,12.97,0,0,0,1,1,1,1,0,1,44.55,15.98,5.76
78.870089,2,0.038037,0,0,2,0,1,1,0,13.39,0,0,0,0,0,0,1,0,1,70.94,15.78,5.76
104.85894,0,0.009537,0,3,2,0,0,1,1,15.6,1,1,0,0,0,0,0,0,0,47.01,16.78,5.76
87.132864,2,0.057384,0,0,2,0,0,1,1,14.51,0,0,0,0,0,1,1,1,1,66.18,15.57,5.76
128.223146,2,0.007799,0,2,3,1,1,1,0,24.4,0,0,0,0,0,0,0,0,1,97.7,15.89,5.76
66.623185,2,0.03002,1,0,2,0,0,1,1,12.25,0,1,1,0,0,0,1,0,1,49.75,15.62,5.76
88.752582,1,0.033802,0,0,2,0,1,1,0,14.59,1,0,0,0,0,0,0,0,1,69.17,17.69,5.76
123.860101,2,0.008074,0,2,3,1,1,1,0,24.17,0,0,0,0,0,0,0,0,1,99.33,15.89,5.76
68.577598,2,0.029164,1,0,2,1,1,0,0,12.72,0,0,0,0,0,0,0,0,1,54.22,15.63,5.76
74.928298,2,0.013346,0,1,2,1,1,0,0,13.18,0,0,0,0,0,0,0,0,1,104.04,15.66,5.76
94.965587,1,0.052651,0,0,3,1,0,1,1,21.21,0,0,0,0,0,0,1,1,1,75.12,16.04,5.76
99.504635,0,0.0201,1,3,2,0,1,1,0,15.35,0,0,0,0,0,0,0,0,0,29.17,18.13,5.76
106.574302,0,0.028149,0,3,2,1,0,0,1,15.8,0,0,0,0,0,0,0,0,0,50.65,18.03,5.76
74.192962,1,0.040435,0,0,2,1,1,0,0,13.28,0,0,1,0,0,0,0,0,1,76.27,16.08,5.76
70.561509,2,0.042516,0,2,2,0,1,1,0,13.24,0,0,0,0,0,0,0,0,1,114.61,15.55,5.76
98.000806,0,0.030612,0,3,2,1,0,0,1,15.12,0,0,0,0,1,0,1,0,0,51.04,16.95,5.76
67.868995,0,0.044203,0,3,2,0,1,1,0,13.65,0,0,0,0,0,0,0,0,0,68.12,17.39,5.76
98.970346,1,0.030312,0,0,2,1,0,0,1,15.08,0,0,0,0,0,0,0,0,1,69.2,16.1,5.76
90.958724,2,0.010994,0,1,2,0,1,1,0,14.66,0,0,0,0,0,0,0,0,1,96.67,15.72,5.76
162.591415,1,0.00615,0,1,2,0,1,1,0,19.18,0,1,0,1,0,0,1,1,1,86.99,16.84,5.76
67.113003,0,0.0298,1,3,2,1,1,0,0,12.3,1,1,1,0,0,0,0,1,0,30.4,16.11,5.76
91.645884,2,0.054558,0,0,2,1,0,0,1,14.97,1,1,1,0,0,0,0,0,1,68.98,15.51,5.76
128.223146,1,0.023397,0,0,3,1,0,1,1,24.4,0,0,0,0,0,0,0,0,1,72.68,16.94,5.76
100.818168,1,0.029757,0,0,2,0,1,1,0,15.62,0,0,0,1,0,0,0,1,1,65.51,15.75,5.76
90.209812,1,0.033256,0,0,2,1,0,0,1,14.8,1,0,1,0,0,0,0,0,1,72.44,16.29,5.76
95.921126,2,0.031276,0,0,2,1,0,0,1,15.12,1,0,1,0,0,0,1,0,1,71.84,15.67,5.76
109.971416,2,0.009093,0,2,2,1,0,0,1,16.08,0,0,0,0,1,0,1,1,1,98.81,15.65,5.76
68.114584,2,0.073406,0,0,2,1,1,0,0,12.39,1,1,1,0,0,0,0,1,1,74.57,15.53,5.76
71.627683,0,0.027922,0,3,2,0,1,1,0,12.7,0,0,0,0,0,0,0,0,0,66.11,18.59,5.76
111.427212,1,0.026923,0,0,2,0,0,1,1,15.83,1,0,0,0,0,0,0,1,1,72.96,16.83,5.76
99.657421,1,0.010034,0,1,2,0,0,1,1,15.36,1,0,0,0,0,0,1,0,1,105.18,17.44,5.76
95.97549,2,0.020839,0,1,2,1,0,0,1,15.17,1,0,0,0,0,0,0,0,1,94.15,15.68,5.76
66.453258,1,0.045145,0,0,2,1,1,0,0,12.31,0,0,1,0,0,0,0,0,1,78.44,16.53,5.76
66.464438,0,0.045137,0,3,2,1,1,0,0,12.6,0,0,0,0,0,0,0,0,0,60.1,18.49,5.76
99.892516,1,0.030032,0,0,2,0,1,1,0,15.2,0,1,1,0,0,0,0,0,1,74.36,15.9,5.76
109.958751,2,0.027283,0,0,2,1,1,0,0,16.11,0,0,0,0,1,1,0,0,1,70.95,15.71,5.76
107.008329,1,0.028035,0,2,2,1,1,0,0,15.53,0,0,0,1,0,0,0,1,1,93.84,16.04,5.76
69.390728,1,0.072056,0,0,2,0,1,1,0,13.12,0,0,0,1,1,1,0,0,1,67.48,15.47,5.76
99.39721,0,0.030182,0,3,2,1,1,0,0,15.93,0,0,0,1,0,0,0,0,0,47.78,18.24,5.76
94.499997,2,0.05291,0,0,2,0,1,1,0,14.95,0,0,0,0,0,0,0,0,1,65.94,15.73,5.76
101.03588,0,0.009897,0,3,2,0,1,1,0,15.12,0,0,0,0,0,0,0,0,0,44.66,17.06,5.76
162.591415,1,0.012301,1,0,2,1,0,0,1,19.18,0,1,1,1,0,1,1,1,1,44.44,15.91,5.76
132.093163,2,0.037852,0,0,3,1,0,1,1,26.05,0,0,1,0,0,0,1,1,1,64.81,15.67,5.76
102.487716,2,0.009757,0,2,3,1,0,1,1,21.73,0,0,0,0,0,0,1,1,1,107.44,15.67,5.76
77.243241,0,0.038838,0,3,3,1,1,1,0,23.07,0,0,1,0,0,0,0,0,0,67.06,16.86,5.76
98.098641,0,0.020388,1,3,2,1,0,0,1,15.41,0,0,1,1,1,0,0,0,0,27.85,18.52,5.76
68.859566,0,0.043567,0,3,2,0,0,1,1,13.27,0,0,1,0,0,0,1,0,0,69.78,18.2,5.76
135.677942,2,0.00737,0,1,2,0,0,1,1,17.51,0,0,1,0,1,0,0,1,1,80.84,15.96,5.76
150.720073,0,0.006635,0,3,2,0,0,1,1,18.98,1,0,1,1,1,1,0,0,0,39.76,16.71,5.76
102.736709,1,0.029201,0,0,2,0,0,1,1,15.63,0,1,0,1,0,1,0,1,1,63.33,15.7,5.76
70.266182,1,0.042695,0,0,2,1,1,0,0,12.6,1,1,1,0,0,1,1,1,1,78.06,15.89,5.76
82.356656,0,0.036427,0,3,2,1,1,0,0,13.88,0,0,0,0,0,0,0,0,0,55.13,17.42,5.76
74.755331,1,0.013377,0,1,2,0,0,1,1,12.97,0,0,0,1,1,1,1,0,1,98.72,15.68,5.76
95.385921,1,0.031451,0,0,2,1,1,0,0,14.99,0,0,0,0,0,1,1,0,1,70.51,17.36,5.76
99.649591,1,0.010035,0,2,2,0,1,1,0,15.56,0,0,0,0,0,0,1,0,1,97.99,16.01,5.76
129.400385,2,0.03864,0,0,3,1,0,1,1,26.08,0,0,0,0,0,1,0,0,1,65.62,15.56,5.76
113.480083,2,0.017624,0,1,3,1,1,1,0,22.78,0,0,0,0,0,1,1,0,1,95.07,15.74,5.76
107.294984,2,0.02796,0,0,2,1,0,0,1,15.92,1,0,0,0,0,0,1,0,1,69.8,16.25,5.76
109.971416,2,0.02728,0,0,2,1,1,0,0,16.08,0,0,0,0,0,1,1,1,1,74.16,17.15,5.76
70.304809,1,0.028448,1,0,2,0,0,1,1,13.4,1,0,0,0,1,0,0,0,1,59.83,17.57,5.76
86.852304,2,0.011514,0,2,2,0,1,1,0,14.04,1,0,0,0,0,0,1,0,1,100.48,15.8,5.76
118.09656,1,0.008468,0,2,2,1,0,0,1,16.38,1,1,0,0,0,0,1,1,1,99.93,16.32,5.76
77.298572,1,0.012937,0,2,2,1,1,0,0,13.78,0,0,0,0,0,0,0,0,1,114.82,16.11,5.76
90.137501,1,0.011094,0,1,2,0,0,1,1,14.5,0,0,0,0,1,0,0,0,1,108.47,16.93,5.76
87.132864,1,0.022953,0,1,2,0,1,1,0,14.51,0,0,0,0,0,0,1,0,1,107.05,16.79,5.76
82.356656,0,0.060712,0,3,2,0,0,1,1,13.88,0,0,0,0,1,0,0,0,0,58.07,17.75,5.76
121.262582,2,0.02474,0,0,3,1,1,1,0,23.48,0,0,0,0,0,0,0,0,1,71.99,15.81,5.76
115.176135,1,0.008682,0,1,2,0,1,1,0,16.16,0,0,0,1,1,1,0,0,1,82.31,16.08,5.76
107.294984,0,0.02796,0,3,2,1,1,0,0,15.92,0,0,0,0,0,0,1,0,0,49.58,18.81,5.76
80.836956,2,0.024741,1,0,2,0,0,1,1,13.8,0,0,0,0,0,0,0,0,1,46.22,15.61,5.76
75.840611,1,0.039557,0,0,3,1,1,1,0,19.63,0,0,0,0,0,0,0,0,1,88.38,17,5.76
75.776333,0,0.026393,0,3,2,1,0,0,1,13.11,1,0,0,0,0,0,0,0,0,59.57,18.98,5.76
95.175964,2,0.021014,0,1,3,1,1,1,0,21.28,0,0,0,0,0,0,0,0,1,106.36,15.79,5.76
129.280193,0,0.023205,0,3,3,1,1,1,0,25.81,0,0,1,0,0,0,0,0,0,48.8,17.22,5.76
87.027777,2,0.034472,0,0,2,0,0,1,1,14.16,1,0,0,0,0,0,1,0,1,68.06,15.54,5.76
78.702882,2,0.012706,0,2,2,1,0,0,1,13.31,0,0,0,1,1,0,0,0,1,106.42,15.66,5.76
71.455741,2,0.027989,0,1,2,0,1,1,0,12.8,0,0,0,0,0,0,0,0,1,103.21,15.69,5.76
68.859566,2,0.072612,0,0,2,0,0,1,1,13.27,0,0,1,0,0,0,1,0,1,79.38,16.66,5.76
101.253055,2,0.019752,1,0,3,1,0,1,1,21.86,0,0,0,0,0,0,1,0,1,51.01,15.62,5.76
67.411843,1,0.074171,0,0,2,0,1,1,0,12.77,1,1,0,0,1,0,0,1,1,69.47,15.55,5.76
105.127372,1,0.019025,0,1,2,1,0,0,1,15.54,0,0,0,0,0,0,1,0,1,96.26,16.61,5.76
77.029215,0,0.06491,0,3,2,1,0,0,1,14.11,0,0,0,0,1,0,0,0,0,55.61,17.54,5.76
69.716654,1,0.014344,0,1,2,0,0,1,1,13.18,0,0,0,0,0,0,0,0,1,102.83,17.28,5.76
72.174434,1,0.013855,0,2,2,0,0,1,1,12.74,0,0,0,0,0,1,1,1,1,105.64,15.55,5.76
81.040123,2,0.024679,0,1,2,1,1,0,0,13.51,0,0,1,0,1,1,1,0,1,98.26,15.81,5.76
97.955712,1,0.010209,0,2,3,1,0,1,1,21.13,0,0,0,0,0,0,1,0,1,118.37,17.29,5.76
77.640188,2,0.01288,0,1,2,0,1,1,0,14.32,0,0,0,0,0,0,0,0,1,109.59,15.59,5.76
138.495194,1,0.014441,0,1,2,1,1,0,0,18.51,0,0,0,0,0,0,0,1,1,88.95,16.42,5.76
76.524802,0,0.026135,1,3,2,1,0,0,1,13.18,1,0,1,0,0,0,0,0,0,30.68,18.77,5.76
84.39624,0,0.023698,1,3,2,1,0,0,1,14.26,0,0,0,0,0,0,0,0,0,29.76,17.31,5.76
123.483843,0,0.024295,0,3,3,0,1,1,1,23.95,0,0,0,0,1,0,0,0,0,55.83,18.04,5.76
135.790398,2,0.036821,0,0,2,0,1,1,0,17.51,0,0,0,1,1,1,1,0,1,57.74,15.84,5.76
98.930441,0,0.030324,0,3,2,0,1,1,0,15.54,0,1,1,0,0,0,0,0,0,58.21,17.65,5.76
72.587177,2,0.013777,0,1,2,1,1,0,0,13.78,0,0,0,0,0,0,1,0,1,109.88,15.41,5.76
80.710373,2,0.01239,0,1,2,0,0,1,1,14.17,0,0,0,0,0,0,0,0,1,104.28,15.51,5.76
83.907272,0,0.035754,0,3,2,0,0,1,1,14.54,1,0,0,0,0,0,0,1,0,63.3,18.71,5.76
67.7327,0,0.029528,0,3,2,1,0,0,1,12.71,1,0,0,0,0,0,0,0,0,60.93,17.34,5.76
95.639228,0,0.010456,0,3,2,0,1,1,0,15.08,1,0,0,0,0,0,0,0,0,48.94,18.2,5.76
99.399593,0,0.01006,0,3,2,0,0,1,1,15.44,1,0,1,0,0,1,1,1,0,59.03,17.35,5.76
78.870089,1,0.038037,0,0,2,1,0,0,1,13.39,1,0,0,0,1,0,0,0,1,71.92,17.1,5.76
149.843396,0,0.020021,0,3,2,0,0,1,1,19.02,0,0,0,0,0,0,0,0,0,48.01,18.38,5.76
97.711943,1,0.020468,1,0,3,0,1,1,1,20.99,0,1,0,0,0,0,0,0,1,48.18,15.67,5.76
96.839169,2,0.051632,0,0,2,1,1,0,0,14.95,0,0,0,1,0,0,0,0,1,68.74,16.54,5.76
76.140113,0,0.039401,0,3,2,0,0,1,1,13.86,1,0,0,0,1,0,0,0,0,56.75,16.32,5.76
100.525359,0,0.009948,0,3,3,1,1,1,0,21.63,0,1,0,0,0,0,0,1,0,63.06,17.23,5.76
106.677196,0,0.04687,0,3,3,1,0,1,1,22.05,0,0,1,0,0,0,0,0,0,51.98,17.03,5.76
143.194705,1,0.02095,0,0,2,1,0,0,1,18.15,0,1,1,0,1,0,0,0,1,67.85,17.89,5.76
110.613773,1,0.045202,0,0,2,0,0,1,1,15.86,0,0,0,0,1,0,0,0,1,59.06,15.9,5.76
76.524802,2,0.039203,0,0,2,1,0,0,1,13.18,1,0,1,0,0,0,0,0,1,74.94,15.71,5.76
76.379309,0,0.026185,0,3,2,0,0,1,1,13.17,1,0,0,0,1,1,1,0,0,59.25,16.54,5.76
90.958724,1,0.05497,0,0,2,1,0,0,1,14.66,1,0,1,0,0,0,0,1,1,66.58,16.34,5.76
105.074978,0,0.028551,0,3,2,0,1,1,0,15.42,0,0,0,0,0,0,0,0,0,44.84,17.9,5.76
107.008329,1,0.009345,0,2,2,0,0,1,1,15.53,1,0,0,1,1,0,0,0,1,90.91,16.86,5.76
75.923015,0,0.026342,1,3,2,0,0,1,1,13.69,1,0,0,1,0,0,0,1,0,30.67,16.74,5.76
67.411843,1,0.029668,1,0,2,1,1,0,0,12.77,1,1,0,1,1,0,1,1,1,54.06,15.56,5.76
107.294984,1,0.00932,0,1,2,1,0,0,1,15.92,1,0,0,0,0,0,1,0,1,92.14,17.21,5.76
97.033738,2,0.051528,0,0,2,1,1,0,0,15.16,1,0,0,0,1,0,1,0,1,69.91,15.76,5.76
98.970346,0,0.020208,0,3,2,0,0,1,1,15.08,0,0,0,0,0,0,0,0,0,50.8,17.62,5.76
115.846149,1,0.008632,0,1,3,1,0,1,1,22.92,0,1,1,0,0,0,0,0,1,101.83,15.77,5.76
99.504635,0,0.030149,0,3,2,1,1,0,0,15.35,0,0,0,0,0,0,0,0,0,49.51,18.68,5.76
90.707581,2,0.011024,0,2,2,1,0,0,1,14.64,0,0,1,0,0,1,0,0,1,103.59,15.56,5.76
108.34368,1,0.02769,0,0,2,0,0,1,1,15.62,0,0,1,0,0,0,0,0,1,63.1,16.99,5.76
